latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-22.98767,-58.29809,305.25,0.38,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.95,0.71,N
-23.22369,-56.99865,318.13,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,293.02,1.4,N
-23.22427,-56.99483,307.91,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,293.21,1.03,N
-23.22762,-56.99542,304.69,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,292.96,0.75,N
-22.61689,-61.33498,314.21,0.46,0.39,2021-12-27,0501,1,nominal,2.0NRT,294.05,1.48,N
-22.3815,-62.93967,302.77,0.56,0.43,2021-12-27,0501,1,nominal,2.0NRT,292.3,0.61,N
-23.19941,-58.4836,305.61,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.37,0.66,N
-22.82813,-60.91574,309.16,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,294.8,0.94,N
-23.66777,-56.03039,306.93,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,291.1,0.66,N
-23.7599,-56.23939,344.1,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.8,3.3,N
-23.76049,-56.23535,321.06,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,291.32,2.9,N
-23.76331,-56.23998,325.49,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.56,3.3,N
-23.34124,-59.17558,329.4,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.72,2.61,N
-23.34458,-59.17623,336.71,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,295.51,5.27,N
-23.34521,-59.17241,330,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,297.3,5.43,N
-23.3471,-59.16095,307.5,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.9,0.68,N
-23.34855,-59.17305,343.77,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,297.95,5.43,N
-23.35044,-59.16159,306.66,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.82,0.68,N
-23.35441,-59.15841,330.12,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,295.77,2.69,N
-23.35252,-59.16988,319.52,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.22,1.18,N
-23.35649,-59.16671,340.25,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.67,4.21,N
-23.35712,-59.16288,337.58,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.24,4.21,N
-23.35586,-59.17053,314.27,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,293.85,1.18,N
-23.79629,-56.4685,325.67,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.37,2.24,N
-23.79969,-56.46909,320.57,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.62,1.9,N
-24.0968,-54.38531,338.81,0.48,0.4,2021-12-27,0501,1,nominal,2.0NRT,298.59,4.83,N
-24.1005,-54.38587,318.32,0.48,0.4,2021-12-27,0501,1,nominal,2.0NRT,294.23,4.83,N
-24.06892,-55.09699,302.52,0.45,0.39,2021-12-27,0501,1,nominal,2.0NRT,291.26,1.17,N
-24.06951,-55.09259,305.27,0.45,0.39,2021-12-27,0501,1,nominal,2.0NRT,292.94,1.17,N
-23.46503,-59.21097,311.19,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,297.01,1.58,N
-23.46837,-59.21162,308.81,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,297.2,0.99,N
-23.47108,-59.21609,307.01,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,295.9,1.35,N
-23.47171,-59.21227,309.89,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.4,0.99,N
-23.47234,-59.20844,307.85,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,296.46,0.99,N
-23.47694,-59.20143,306.1,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,295.86,1.41,N
-23.47839,-59.21356,317.8,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,295.44,1.82,N
-23.48299,-59.20655,327.73,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.7,2.19,N
-23.92587,-56.3471,307.9,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.39,1.12,N
-24.16703,-55.56344,318.52,0.43,0.38,2021-12-27,0501,1,nominal,2.0NRT,294,1.61,N
-23.31156,-61.3469,324.17,0.45,0.39,2021-12-27,0501,1,nominal,2.0NRT,295.31,1.93,N
-23.31513,-61.34765,312.16,0.45,0.39,2021-12-27,0501,1,nominal,2.0NRT,294.31,1.93,N
-23.3187,-61.3484,310.56,0.45,0.39,2021-12-27,0501,1,nominal,2.0NRT,293.79,1.02,N
-23.3729,-61.69434,330.32,0.47,0.4,2021-12-27,0501,1,nominal,2.0NRT,284.66,3.81,N
-23.37736,-61.69052,299.24,0.47,0.4,2021-12-27,0501,1,nominal,2.0NRT,278.31,1.72,N
-24.29207,-56.52061,339.43,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,298.08,5.37,N
-24.29547,-56.52121,338.36,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,296.33,5.37,N
-23.59989,-61.07734,314.99,0.44,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.34,2.43,N
-23.60065,-61.07304,315.31,0.44,0.38,2021-12-27,0501,1,nominal,2.0NRT,290.35,1.06,N
-23.60417,-61.07377,307.68,0.44,0.38,2021-12-27,0501,1,nominal,2.0NRT,291.18,1.06,N
-24.54043,-55.36811,302.72,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,292.41,0.71,N
-24.54165,-55.35937,304.23,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,293.51,1.12,N
-24.54226,-55.35497,309.58,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,292.97,1.02,N
-24.54277,-55.37741,307.28,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,292.41,0.61,N
-24.54398,-55.36869,302.81,0.44,0.39,2021-12-27,0501,1,nominal,2.0NRT,291.81,0.71,N
-24.52626,-55.52131,303.5,0.44,0.38,2021-12-27,0501,1,nominal,2.0NRT,291.68,0.76,N
-24.52911,-55.52435,304.32,0.44,0.38,2021-12-27,0501,1,nominal,2.0NRT,292.22,0.83,N
-23.14213,-63.96146,302.21,0.41,0.45,2021-12-27,0501,1,nominal,2.0NRT,289.97,0.54,N
-24.31305,-57.61668,306.16,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.65,0.88,N
-24.31638,-57.61728,318.54,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,294.73,0.88,N
-24.57664,-55.96518,332.06,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,296.38,3.06,N
-24.57606,-55.96935,304.4,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,292.34,3.06,N
-24.58011,-55.96579,332.55,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.86,9.15,N
-24.72863,-56.00673,306.09,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.66,0.83,N
-25.00182,-54.08461,309.58,0.51,0.41,2021-12-27,0501,1,nominal,2.0NRT,292.32,1.58,N
-24.19812,-59.72036,310.05,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.2,1.07,N
-24.21649,-59.76381,306.98,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.8,0.95,N
-24.22051,-59.76057,327.43,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,295.87,2.44,N
-24.21985,-59.76448,318.48,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.77,2.29,N
-24.22723,-59.76191,307.2,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.54,0.82,N
-24.768,-56.4418,311.31,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,291.72,1.23,N
-24.76858,-56.43774,304.11,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,290.83,0.41,N
-24.77142,-56.44239,307.82,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,290.8,1.03,N
-24.10414,-60.73021,316.56,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.57,1.65,N
-24.10975,-60.71848,307.9,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.67,1.89,N
-24.11321,-60.7192,307.55,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.61,1.14,N
-24.11393,-60.71505,305.46,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.98,1.14,N
-24.11739,-60.71576,320.5,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.07,1.14,N
-24.11882,-60.70747,323.69,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.69,2.72,N
-24.11667,-60.71992,311.31,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,293.53,1.14,N
-24.11954,-60.70333,314.61,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.2,1.84,N
-24.12084,-60.71649,310.43,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.26,1.25,N
-24.12156,-60.71234,305.64,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.13,1.05,N
-24.12227,-60.70819,309.81,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,293.82,1.05,N
-24.12299,-60.70405,317.93,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.57,1.99,N
-24.1243,-60.71721,320.7,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,296.29,1.25,N
-24.12358,-60.72136,308.45,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,293.98,1.25,N
-24.12775,-60.71791,321.9,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,294.92,2.07,N
-24.12847,-60.71377,323.2,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,295.29,1.48,N
-24.12918,-60.70963,303.38,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,293.34,1.48,N
-24.13062,-60.70134,316.08,0.42,0.38,2021-12-27,0501,1,nominal,2.0NRT,293.87,1.16,N
-24.27629,-59.90543,311.59,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.16,1.44,N
-24.27694,-59.9015,305.91,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.34,0.76,N
-24.9147,-56.51493,314.69,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,289.88,0.68,N
-24.91812,-56.51551,342.92,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.79,5.54,N
-24.91977,-56.52826,327.34,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.22,2.73,N
-24.92213,-56.51205,329.48,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.82,6.2,N
-24.92154,-56.51609,308.42,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,290.65,5.54,N
-24.92319,-56.52882,321.51,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,291.2,3.76,N
-24.92555,-56.51264,329.92,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.78,4.46,N
-24.92378,-56.52478,315.02,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292,3.76,N
-24.9272,-56.52536,345.65,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.8,3.76,N
-24.92652,-56.52854,322.92,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,290.28,6.06,N
-24.9271,-56.52449,334.18,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.07,6.06,N
-24.93051,-56.52507,345.7,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.57,6.06,N
-24.93393,-56.52566,326.6,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,288.25,1.62,N
-24.93451,-56.52161,338.16,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,290.78,3.86,N
-24.35503,-60.29293,303.97,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.33,1.32,N
-24.35847,-60.27285,305.87,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.59,0.86,N
-24.93487,-56.61688,317.04,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,291.34,1.69,N
-24.35775,-60.29764,304.42,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.46,0.95,N
-24.35844,-60.29362,317.64,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.18,1.32,N
-24.36119,-60.27756,306.17,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.16,0.86,N
-24.36188,-60.27354,306.62,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.25,0.86,N
-24.36184,-60.29432,308.19,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.71,1,N
-24.36253,-60.2903,309.57,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.58,1,N
-24.36528,-60.27424,303.56,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.92,1.83,N
-25.1553,-55.18232,328.83,0.46,0.39,2021-12-27,0501,1,nominal,2.0NRT,294.65,2.09,N
-24.99078,-56.39792,300.09,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,289.01,0.24,N
-24.39728,-60.25172,318.67,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,295.49,1.48,N
-24.39796,-60.24772,303.94,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.54,1.48,N
-24.40067,-60.25242,326.68,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.57,1.48,N
-24.40135,-60.24841,305.19,0.41,0.37,2021-12-27,0501,1,nominal,2.0NRT,292.38,1.48,N
-24.68519,-58.85756,320.32,0.39,0.36,2021-12-27,0501,1,nominal,2.0NRT,290.77,1.72,N
-24.5053,-60.00928,313.22,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,294.52,0.86,N
-24.50597,-60.00534,306.38,0.4,0.37,2021-12-27,0501,1,nominal,2.0NRT,293.58,0.86,N
-25.5223,-52.87477,314.66,0.4,0.44,2021-12-27,0501,1,nominal,2.0NRT,291.1,1.68,N
-25.53016,-52.80608,311.95,0.41,0.45,2021-12-27,0501,1,nominal,2.0NRT,290.78,1.28,N
-25.53403,-52.95341,320.45,0.4,0.44,2021-12-27,0501,1,nominal,2.0NRT,293.34,1.58,N
-25.53355,-52.95747,311.65,0.4,0.44,2021-12-27,0501,1,nominal,2.0NRT,291.9,1.58,N
