latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
6.37077,-69.32589,319.69,1.28,1.12,2021-12-27,1452,T,68,6.1NRT,297.44,11.51,D
6.25835,-68.52564,322.76,1.15,1.07,2021-12-27,1452,T,71,6.1NRT,301.62,11.2,D
6.25689,-68.51536,322.38,1.15,1.07,2021-12-27,1452,T,71,6.1NRT,300.82,10.28,D
6.3811,-69.54936,314.18,1.32,1.14,2021-12-27,1452,T,41,6.1NRT,294.58,6.85,D
6.0065,-67.34345,331.82,1.03,1.02,2021-12-27,1452,T,81,6.1NRT,301.03,19.17,D
5.99742,-67.34473,375.59,1.03,1.02,2021-12-27,1452,T,100,6.1NRT,306.42,128.95,D
5.99609,-67.33552,336.18,1.03,1.01,2021-12-27,1452,T,81,6.1NRT,303.08,26.52,D
5.40919,-65.96603,323.14,1.01,1,2021-12-27,1452,T,80,6.1NRT,290.59,13.97,D
5.79307,-68.69495,330.74,1.16,1.07,2021-12-27,1452,T,81,6.1NRT,302.7,21.12,D
5.40023,-65.96732,361.97,1.01,1,2021-12-27,1452,T,100,6.1NRT,292.77,84.79,D
5.3989,-65.95836,368.67,1.01,1,2021-12-27,1452,T,100,6.1NRT,293.79,105.32,D
5.79028,-68.702,329.58,1.16,1.07,2021-12-27,1452,T,76,6.1NRT,301.55,20.15,D
5.78878,-68.69163,323.5,1.16,1.07,2021-12-27,1452,T,50,6.1NRT,303.21,11.82,D
5.39033,-65.96616,329.81,1.01,1,2021-12-27,1452,T,64,6.1NRT,290.96,23.78,D
4.77882,-65.258,319.42,1.05,1.02,2021-12-27,1452,T,72,6.1NRT,296.51,11.71,D
4.82514,-70.02146,319.01,1.35,1.15,2021-12-27,1452,T,53,6.1NRT,298.38,9.04,D
4.67476,-69.60887,318.25,1.26,1.12,2021-12-27,1452,T,61,6.1NRT,291.83,12.01,D
4.67316,-69.59757,323.79,1.26,1.12,2021-12-27,1452,T,76,6.1NRT,291.3,19.19,D
3.67985,-71.92126,320.07,1.78,1.31,2021-12-27,1454,T,47,6.1NRT,293.65,20.05,D
3.66816,-71.92291,321.7,1.78,1.31,2021-12-27,1454,T,69,6.1NRT,292.95,23.18,D
3.67286,-71.92921,330.37,1.78,1.31,2021-12-27,1454,T,84,6.1NRT,292.63,46.04,D
3.65438,-71.88352,316.1,1.76,1.3,2021-12-27,1454,T,47,6.1NRT,291.44,12.79,D
3.24319,-72.47209,318.07,1.93,1.36,2021-12-27,1454,T,58,6.1NRT,284.08,22.59,D
3.23105,-72.47376,321.76,1.93,1.36,2021-12-27,1454,T,77,6.1NRT,286.21,31.66,D
3.13617,-72.02431,314.78,1.77,1.3,2021-12-27,1454,T,49,6.1NRT,288.91,12.66,D
3.11056,-72.01184,313.33,1.77,1.3,2021-12-27,1454,T,58,6.1NRT,288.4,10.01,D
2.9303,-72.03342,319.64,1.76,1.3,2021-12-27,1454,T,74,6.1NRT,291.11,22.3,D
2.92806,-72.01781,315.49,1.76,1.3,2021-12-27,1454,T,68,6.1NRT,290.99,13.76,D
2.91642,-72.0194,326.57,1.76,1.3,2021-12-27,1454,T,81,6.1NRT,290.85,38.12,D
-40.02011,-73.15844,305.9,1.26,1.12,2021-12-27,1505,T,22,6.1NRT,295.75,5.59,D
-41.48836,-71.68791,359.7,1.56,1.23,2021-12-27,1505,T,94,6.1NRT,299.52,153.52,D
-41.48981,-71.67263,344.77,1.56,1.23,2021-12-27,1505,T,85,6.1NRT,295.59,89.53,D
-41.48754,-71.6933,348.35,1.56,1.23,2021-12-27,1505,T,0,6.1NRT,297.84,104.16,D
-41.48892,-71.67831,363.24,1.56,1.23,2021-12-27,1505,T,0,6.1NRT,298.75,174.45,D
-41.49064,-71.65943,312.19,1.57,1.23,2021-12-27,1505,T,21,6.1NRT,292.61,16.27,D
-41.49485,-71.73734,308.44,1.55,1.23,2021-12-27,1505,T,25,6.1NRT,290.93,12.13,D
-41.49681,-71.71605,309.72,1.55,1.23,2021-12-27,1505,T,16,6.1NRT,294.88,12.78,D
-41.52217,-71.56384,316.93,1.58,1.24,2021-12-27,1505,T,41,6.1NRT,295.18,22.69,D
-23.32288,-61.67802,333.34,4.34,1.92,2021-12-27,1458,T,84,6.1NRT,300.75,189.32,D
-23.32631,-61.63523,326.43,4.38,1.93,2021-12-27,1458,T,78,6.1NRT,300.19,121.92,D
-23.32433,-61.68327,327.88,4.34,1.92,2021-12-27,1458,T,79,6.1NRT,300.62,133.18,D
-23.32751,-61.64044,329.2,4.38,1.93,2021-12-27,1458,T,81,6.1NRT,300.38,152.65,D
-23.37664,-61.68756,318.98,4.34,1.92,2021-12-27,1458,T,66,6.1NRT,299.83,62.28,D
-23.37758,-61.69458,318.93,4.34,1.92,2021-12-27,1458,T,66,6.1NRT,299.55,63.49,D
-24.72155,-65.39607,313.53,2.44,1.51,2021-12-27,1458,T,23,6.1NRT,296.87,21.46,D
-25.08255,-63.48761,322.38,3.37,1.73,2021-12-27,1458,T,69,6.1NRT,303.73,66.59,D
-34.28685,-70.64685,336.1,1.45,1.19,2021-12-27,1503,T,85,6.1NRT,307.95,49.73,D
-34.28835,-70.63275,329.67,1.45,1.19,2021-12-27,1503,T,79,6.1NRT,304.31,34.85,D
-34.29767,-70.64813,335.13,1.45,1.19,2021-12-27,1503,T,84,6.1NRT,301.26,48.6,D
-34.29911,-70.63464,331.24,1.45,1.19,2021-12-27,1503,T,80,6.1NRT,301.03,39.98,D
-35.59342,-71.72903,318.11,1.31,1.14,2021-12-27,1503,T,33,6.1NRT,305.77,7.75,D
-37.72183,-72.24465,316.18,1.31,1.14,2021-12-27,1503,T,39,6.1NRT,305.71,8.01,D
-37.9143,-72.61976,319.86,1.26,1.12,2021-12-27,1503,T,61,6.1NRT,307.65,10.75,D
-37.99769,-72.59676,327.37,1.27,1.12,2021-12-27,1503,T,79,6.1NRT,302.65,24.84,D
-38.00945,-72.58429,325.73,1.27,1.12,2021-12-27,1503,T,77,6.1NRT,303.02,21.3,D
-38.19273,-72.92719,322.65,1.23,1.1,2021-12-27,1503,T,58,6.1NRT,303.95,15.83,D
-38.2027,-72.92928,322.7,1.23,1.1,2021-12-27,1503,T,68,6.1NRT,302.63,16.7,D
-38.36057,-73.14372,347.68,1.21,1.09,2021-12-27,1503,T,94,6.1NRT,303.73,70.1,D
-38.36216,-73.12987,327.56,1.21,1.09,2021-12-27,1503,T,80,6.1NRT,300.21,26.79,D
-38.37045,-73.14584,342,1.21,1.09,2021-12-27,1503,T,91,6.1NRT,306.31,54.23,D
-38.3721,-73.13153,327.65,1.21,1.09,2021-12-27,1503,T,65,6.1NRT,300,24.74,D
-38.37875,-73.16148,334.6,1.21,1.09,2021-12-27,1503,T,60,6.1NRT,303.73,36.84,D
-38.38046,-73.14685,341.59,1.21,1.09,2021-12-27,1503,T,90,6.1NRT,310.43,51.66,D
-38.41851,-72.9939,324.25,1.23,1.1,2021-12-27,1503,T,77,6.1NRT,303.01,21.35,D
-38.42015,-72.97966,325.51,1.23,1.1,2021-12-27,1503,T,78,6.1NRT,301.91,23.09,D
-38.41037,-73.15098,389.85,1.21,1.09,2021-12-27,1503,T,100,6.1NRT,308.68,251.95,D
-38.41191,-73.13777,413.74,1.21,1.09,2021-12-27,1503,T,100,6.1NRT,317.2,448.33,D
-38.41345,-73.12452,318.28,1.21,1.1,2021-12-27,1503,T,31,6.1NRT,303.26,11.96,D
-38.51508,-72.85699,327.48,1.25,1.11,2021-12-27,1503,T,80,6.1NRT,305.61,24.27,D
-38.51674,-72.84238,326.88,1.25,1.11,2021-12-27,1503,T,79,6.1NRT,304.65,23.51,D
-39.08555,-66.3095,327.22,3.05,1.66,2021-12-27,1503,T,60,6.1NRT,311.25,54.11,D
-39.08759,-66.2737,338.92,3.06,1.66,2021-12-27,1503,T,84,6.1NRT,311.54,137.92,D
-39.10073,-66.31054,353.83,3.05,1.66,2021-12-27,1503,T,96,6.1NRT,314.09,280.33,D
-39.10281,-66.27462,363.66,3.06,1.66,2021-12-27,1503,T,100,6.1NRT,311.75,413.35,D
-39.11591,-66.31174,339.55,3.05,1.66,2021-12-27,1503,T,84,6.1NRT,307.75,141.48,D
-39.11802,-66.27579,326.5,3.06,1.66,2021-12-27,1503,T,51,6.1NRT,307.81,51.27,D
-39.09827,-66.31556,342.28,3.05,1.66,2021-12-27,1503,T,87,6.1NRT,313.41,168.43,D
-39.10015,-66.27963,371.88,3.06,1.66,2021-12-27,1503,T,100,6.1NRT,313.36,554.71,D
-39.11345,-66.31681,336.37,3.05,1.66,2021-12-27,1503,T,81,6.1NRT,308.78,118.63,D
-39.11536,-66.28083,333.13,3.06,1.66,2021-12-27,1503,T,76,6.1NRT,308.49,98.01,D
-38.61529,-72.777,328.04,1.26,1.12,2021-12-27,1503,T,80,6.1NRT,299.96,26.35,D
-38.98459,-72.63934,316.19,1.3,1.13,2021-12-27,1503,T,52,6.1NRT,303.58,7.72,D
-39.53732,-72.95707,312.84,1.27,1.12,2021-12-27,1503,T,30,6.1NRT,301.08,7.79,D
-19.73053,-42.03513,312.09,1.84,1.33,2021-12-27,1613,A,64,6.1NRT,293.41,15.31,D
-19.7347,-42.02327,318.57,1.83,1.33,2021-12-27,1613,A,74,6.1NRT,292.87,27.08,D
-19.1545,-44.10594,314.18,2.57,1.54,2021-12-27,1613,A,68,6.1NRT,290.13,34.07,D
-9.46554,-35.8971,355.01,1.2,1.09,2021-12-27,1615,A,98,6.1NRT,296.66,87.67,D
-3.81083,-41.68102,383.44,1.1,1.04,2021-12-27,1617,A,100,6.1NRT,302.24,178.11,D
-3.2961,-41.43251,345.09,1.06,1.03,2021-12-27,1617,A,93,6.1NRT,287.5,45.37,D
-3.50031,-43.16993,316.16,1.3,1.13,2021-12-27,1617,A,46,6.1NRT,281.08,13.33,D
-3.50192,-43.18159,345.91,1.31,1.13,2021-12-27,1617,A,93,6.1NRT,276.32,71.09,D
-3.5045,-43.18668,326.43,1.31,1.13,2021-12-27,1617,A,70,6.1NRT,278.23,26.18,D
-3.10538,-41.76105,342.77,1.09,1.04,2021-12-27,1617,A,91,6.1NRT,299.11,41.43,D
-3.10677,-41.77073,356.57,1.09,1.04,2021-12-27,1617,A,98,6.1NRT,299.18,74.39,D
-2.95892,-41.58274,323.64,1.07,1.03,2021-12-27,1617,A,60,6.1NRT,299.54,8.81,D
-2.85724,-42.02523,366.47,1.11,1.05,2021-12-27,1617,A,100,6.1NRT,301.48,110.42,D
-2.85866,-42.03512,325.94,1.11,1.05,2021-12-27,1617,A,78,6.1NRT,300.36,15.61,D
-2.29215,-44.97026,314.6,1.67,1.27,2021-12-27,1620,A,55,6.1NRT,291.89,16.73,D
-2.29233,-44.96017,313.7,1.67,1.27,2021-12-27,1620,A,20,6.1NRT,291.91,12.4,D
-1.97791,-44.76534,337.75,1.6,1.24,2021-12-27,1620,A,67,6.1NRT,289.29,70.02,D
-1.97987,-44.77947,332.52,1.6,1.25,2021-12-27,1620,A,74,6.1NRT,291.68,56.07,D
-1.9775,-44.77222,346.65,1.6,1.24,2021-12-27,1620,A,88,6.1NRT,292.01,102.23,D
-1.72126,-47.69577,319.71,2.68,1.57,2021-12-27,1620,A,73,6.1NRT,290.39,55.38,D
12.75992,-87.06965,326.79,1.16,1.07,2021-12-27,1628,T,75,6.1NRT,298.04,19.5,D
12.54869,-86.38526,382.81,1.28,1.12,2021-12-27,1628,T,94,6.1NRT,301.73,223.94,D
12.54683,-86.3737,327.65,1.28,1.12,2021-12-27,1628,T,82,6.1NRT,298.09,23.99,D
12.538,-86.38171,319.65,1.28,1.12,2021-12-27,1628,T,50,6.1NRT,298.15,13.7,D
12.10547,-86.17341,318.68,1.34,1.15,2021-12-27,1628,T,74,6.1NRT,297.17,10.36,D
10.32469,-85.18527,319.87,1.67,1.27,2021-12-27,1628,T,30,6.1NRT,298.79,19.48,D
-40.99019,-62.82259,387.64,1.9,1.35,2021-12-27,1747,A,0,6.1NRT,307.16,440.96,D
-40.99201,-62.84558,340.57,1.91,1.35,2021-12-27,1747,A,80,6.1NRT,310.13,73.19,D
-40.97969,-62.84728,327.55,1.91,1.35,2021-12-27,1747,A,51,6.1NRT,309.44,27.32,D
-39.11494,-66.3005,351.98,2.94,1.63,2021-12-27,1747,A,89,6.1NRT,318.89,232.5,D
-39.11662,-66.30458,351.14,2.94,1.63,2021-12-27,1747,A,94,6.1NRT,318.09,226.5,D
-39.09966,-66.27131,342.58,2.93,1.63,2021-12-27,1747,A,86,6.1NRT,316.28,142.71,D
-39.10166,-66.30591,354.9,2.94,1.63,2021-12-27,1747,A,96,6.1NRT,320.01,266.4,D
-37.28454,-59.17154,331.15,1.12,1.06,2021-12-27,1747,A,77,6.1NRT,309.09,17.2,D
-37.28609,-59.18428,344.98,1.12,1.06,2021-12-27,1747,A,90,6.1NRT,311.2,44.01,D
-36.68031,-56.6912,328.16,1,1,2021-12-27,1747,A,51,6.1NRT,304.47,16.55,D
-36.7795,-59.09273,321.2,1.1,1.05,2021-12-27,1747,A,52,6.1NRT,307.83,8.55,D
-36.77913,-59.8611,327.3,1.18,1.08,2021-12-27,1747,A,43,6.1NRT,308.56,12.64,D
-36.32165,-57.68017,322.26,1.01,1.01,2021-12-27,1747,A,56,6.1NRT,310.4,6.81,D
-35.81744,-61.90023,323.36,1.45,1.19,2021-12-27,1747,A,62,6.1NRT,306.23,14.5,D
-34.84912,-56.08469,327.77,1.02,1.01,2021-12-27,1747,A,68,6.1NRT,304.31,15.16,D
-35.6664,-63.76377,322.07,1.87,1.34,2021-12-27,1747,A,40,6.1NRT,305.46,16.22,D
-34.9955,-58.11547,321.73,1.02,1.01,2021-12-27,1747,A,54,6.1NRT,299.3,7.25,D
-34.74137,-56.4657,326.14,1.01,1.01,2021-12-27,1747,A,0,6.1NRT,311.18,9.53,D
-35.11904,-60.48875,327.55,1.21,1.09,2021-12-27,1747,A,46,6.1NRT,309.65,8.93,D
-33.88342,-58.57757,336.04,1.02,1.01,2021-12-27,1749,A,74,6.1NRT,308.67,25.81,D
-33.85624,-58.51482,328.58,1.02,1.01,2021-12-27,1749,A,48,6.1NRT,300.63,16.43,D
-33.84865,-58.51055,323.28,1.02,1.01,2021-12-27,1749,A,38,6.1NRT,298.78,14.1,D
-33.90803,-59.16603,337.08,1.05,1.02,2021-12-27,1749,A,49,6.1NRT,312.28,25.72,D
-33.90952,-59.17746,341.08,1.05,1.03,2021-12-27,1749,A,55,6.1NRT,316.15,33.74,D
-33.84345,-59.23182,342.32,1.06,1.03,2021-12-27,1749,A,74,6.1NRT,300.22,42.6,D
-33.61451,-59.39275,326.81,1.06,1.03,2021-12-27,1749,A,66,6.1NRT,306.02,14.19,D
-33.61598,-59.40425,327.71,1.06,1.03,2021-12-27,1749,A,65,6.1NRT,306.98,16.15,D
-33.43888,-60.17893,342.17,1.13,1.06,2021-12-27,1749,A,71,6.1NRT,315.68,32.94,D
-32.59918,-58.18163,421.16,1,1,2021-12-27,1749,A,71,6.1NRT,316.75,393.94,D
-32.60069,-58.19231,353.93,1,1,2021-12-27,1749,A,0,6.1NRT,307.37,58.7,D
-32.58865,-58.17276,382.44,1,1,2021-12-27,1749,A,0,6.1NRT,298.24,150.16,D
-32.59016,-58.18344,386.24,1,1,2021-12-27,1749,A,94,6.1NRT,306.57,169.59,D
-32.45703,-58.28151,349.37,1,1,2021-12-27,1749,A,94,6.1NRT,309.85,45.01,D
-32.24104,-59.11064,346.55,1.03,1.01,2021-12-27,1749,A,92,6.1NRT,310.96,39.23,D
-32.24251,-59.12154,334.07,1.03,1.01,2021-12-27,1749,A,77,6.1NRT,310.26,16.73,D
-32.32595,-65.26093,338.38,2.12,1.42,2021-12-27,1749,A,85,6.1NRT,305.79,75.4,D
-32.32672,-65.26778,332.76,2.12,1.42,2021-12-27,1749,A,78,6.1NRT,305.71,52.72,D
-31.38071,-58.07936,349.18,1,1,2021-12-27,1749,A,92,6.1NRT,315.38,38.68,D
-31.61427,-60.40773,333.47,1.1,1.05,2021-12-27,1749,A,67,6.1NRT,312.12,18.15,D
-31.15286,-58.81285,343.75,1.01,1,2021-12-27,1749,A,86,6.1NRT,316.13,30.63,D
-30.92515,-57.9856,340.03,1,1,2021-12-27,1749,A,60,6.1NRT,316.94,21.48,D
-30.92668,-57.99607,384.66,1,1,2021-12-27,1749,A,100,6.1NRT,322.67,151.82,D
-30.91767,-57.99788,374.28,1,1,2021-12-27,1749,A,100,6.1NRT,318.66,111.66,D
-30.91919,-58.00834,332.76,1,1,2021-12-27,1749,A,45,6.1NRT,315.17,12.16,D
-31.03717,-59.49792,348.29,1.03,1.01,2021-12-27,1749,A,91,6.1NRT,319.67,38.37,D
-31.06029,-60.25181,334.16,1.08,1.04,2021-12-27,1749,A,71,6.1NRT,318.63,14.85,D
-31.20617,-61.45736,334.76,1.21,1.09,2021-12-27,1749,A,76,6.1NRT,315.77,19.18,D
-31.02435,-60.24165,336.91,1.08,1.04,2021-12-27,1749,A,77,6.1NRT,317.9,20.44,D
-31.03252,-60.3799,362.47,1.09,1.04,2021-12-27,1749,A,100,6.1NRT,315.72,86.03,D
-31.01952,-60.42906,332.28,1.09,1.04,2021-12-27,1749,A,60,6.1NRT,316.41,15.54,D
-30.99777,-60.40937,336.74,1.09,1.04,2021-12-27,1749,A,69,6.1NRT,317.29,20.74,D
-30.96711,-60.28034,330.3,1.08,1.04,2021-12-27,1749,A,51,6.1NRT,317.19,9.3,D
-30.76622,-59.19818,329.94,1.02,1.01,2021-12-27,1749,A,54,6.1NRT,316.77,9.78,D
-30.53948,-58.05475,338.46,1,1,2021-12-27,1749,A,80,6.1NRT,320.5,16.47,D
-30.53047,-58.05654,341.31,1,1,2021-12-27,1749,A,78,6.1NRT,319.4,20.74,D
-30.6523,-59.04172,329.89,1.01,1,2021-12-27,1749,A,52,6.1NRT,315.85,9.65,D
-30.79063,-60.29467,328.56,1.08,1.04,2021-12-27,1749,A,42,6.1NRT,315.9,9,D
-30.70852,-59.78197,332.09,1.04,1.02,2021-12-27,1749,A,68,6.1NRT,314.5,16.95,D
-30.65195,-59.57063,343.35,1.03,1.01,2021-12-27,1749,A,81,6.1NRT,322.49,30.47,D
-30.56296,-58.98864,344.81,1.01,1,2021-12-27,1749,A,88,6.1NRT,317.72,28.75,D
-30.31716,-58.04677,336,1,1,2021-12-27,1749,A,73,6.1NRT,315.08,16.85,D
-30.59364,-60.1126,341.53,1.06,1.03,2021-12-27,1749,A,59,6.1NRT,324.76,28.64,D
-30.59507,-60.12369,337.96,1.06,1.03,2021-12-27,1749,A,45,6.1NRT,318.29,21.01,D
-30.3937,-58.70541,333,1,1,2021-12-27,1749,A,72,6.1NRT,317.74,11.89,D
-30.33952,-58.9034,329.89,1,1,2021-12-27,1749,A,46,6.1NRT,315.96,7.94,D
-30.42868,-59.75133,330.85,1.04,1.02,2021-12-27,1749,A,60,6.1NRT,313.49,15.77,D
-30.46305,-60.08001,334.16,1.06,1.03,2021-12-27,1749,A,74,6.1NRT,317.14,14.21,D
-30.20792,-58.49716,331,1,1,2021-12-27,1749,A,48,6.1NRT,314.52,8.41,D
-30.21348,-58.73076,351.74,1,1,2021-12-27,1749,A,94,6.1NRT,314.43,51.23,D
-30.21495,-58.74115,334.07,1,1,2021-12-27,1749,A,73,6.1NRT,312.55,19.3,D
-30.20505,-58.72721,346.59,1,1,2021-12-27,1749,A,89,6.1NRT,314.61,39.2,D
-30.20653,-58.7376,358.2,1,1,2021-12-27,1749,A,98,6.1NRT,315.7,65.24,D
-30.15728,-58.58704,332.47,1,1,2021-12-27,1749,A,65,6.1NRT,318.49,11.43,D
-30.15877,-58.59742,338.87,1,1,2021-12-27,1749,A,81,6.1NRT,319.18,21.32,D
-30.1319,-58.47471,333.33,1,1,2021-12-27,1749,A,65,6.1NRT,318.6,11.71,D
-30.13339,-58.48508,332.62,1,1,2021-12-27,1749,A,70,6.1NRT,318.46,11.02,D
-30.13488,-58.49544,331.84,1,1,2021-12-27,1749,A,44,6.1NRT,317.8,10.27,D
-30.26914,-59.52243,338.78,1.02,1.01,2021-12-27,1749,A,80,6.1NRT,317.36,18.72,D
-30.20652,-59.13371,333,1.01,1,2021-12-27,1749,A,46,6.1NRT,314.05,12.49,D
-30.20472,-59.18784,342.91,1.01,1,2021-12-27,1749,A,85,6.1NRT,316.48,27.25,D
-30.20617,-59.19833,345.85,1.01,1,2021-12-27,1749,A,89,6.1NRT,315.47,32.04,D
-30.21971,-59.49455,348.39,1.02,1.01,2021-12-27,1749,A,91,6.1NRT,318.21,38.34,D
-30.0653,-58.52632,334.57,1,1,2021-12-27,1749,A,74,6.1NRT,318.27,12.43,D
-30.11445,-59.13609,336.35,1.01,1,2021-12-27,1749,A,76,6.1NRT,313.59,19.08,D
-30.1054,-59.13778,350.33,1.01,1,2021-12-27,1749,A,93,6.1NRT,316.87,45.24,D
-30.10685,-59.14824,348.68,1.01,1,2021-12-27,1749,A,91,6.1NRT,316.34,41.32,D
-30.16637,-59.7227,331.45,1.03,1.01,2021-12-27,1749,A,66,6.1NRT,315.43,13.4,D
-30.06523,-59.64809,334.16,1.03,1.01,2021-12-27,1749,A,55,6.1NRT,312.72,19.04,D
-30.06666,-59.65874,331.55,1.03,1.01,2021-12-27,1749,A,62,6.1NRT,313.12,14.31,D
-30.12091,-60.06835,338.62,1.05,1.02,2021-12-27,1749,A,75,6.1NRT,323.86,17.12,D
-30.12233,-60.07927,347.48,1.05,1.02,2021-12-27,1749,A,90,6.1NRT,325.35,35.26,D
-30.06835,-59.73066,329.73,1.03,1.01,2021-12-27,1749,A,60,6.1NRT,316.34,11.67,D
-29.98001,-59.96102,330.95,1.04,1.02,2021-12-27,1749,A,66,6.1NRT,318.98,8.52,D
-29.52149,-56.92883,332.57,1.06,1.03,2021-12-27,1749,A,68,6.1NRT,315.74,15.26,D
-29.81273,-58.87951,333.28,1,1,2021-12-27,1749,A,64,6.1NRT,315.17,16.81,D
-29.80371,-58.88121,332.66,1,1,2021-12-27,1749,A,54,6.1NRT,312.59,16.4,D
-29.89645,-59.54961,332.66,1.02,1.01,2021-12-27,1749,A,51,6.1NRT,318.78,13.88,D
-29.87873,-59.48796,328.07,1.02,1.01,2021-12-27,1749,A,50,6.1NRT,314.98,8.38,D
-29.85624,-59.4597,328.5,1.02,1.01,2021-12-27,1749,A,49,6.1NRT,314.49,8.65,D
-29.74051,-58.76174,333.89,1,1,2021-12-27,1749,A,50,6.1NRT,317.93,13.92,D
-29.83102,-59.40625,329.83,1.01,1.01,2021-12-27,1749,A,47,6.1NRT,315.85,10,D
-29.7315,-58.76345,332.81,1,1,2021-12-27,1749,A,50,6.1NRT,315.79,12.75,D
-29.75208,-58.90821,340.34,1,1,2021-12-27,1749,A,84,6.1NRT,312.35,25.96,D
-29.82194,-59.40792,331.35,1.01,1.01,2021-12-27,1749,A,50,6.1NRT,315.6,12.49,D
-29.72248,-58.76517,338.46,1,1,2021-12-27,1749,A,72,6.1NRT,316.5,20.99,D
-29.72396,-58.7755,336.87,1,1,2021-12-27,1749,A,57,6.1NRT,313.2,18.97,D
-29.39676,-56.84856,327.56,1.07,1.03,2021-12-27,1749,A,57,6.1NRT,314.48,8.44,D
-29.41954,-57.11367,328.65,1.05,1.02,2021-12-27,1749,A,59,6.1NRT,312.85,9.36,D
-29.84265,-60.04732,343.06,1.04,1.02,2021-12-27,1749,A,86,6.1NRT,316.74,28.75,D
-29.4145,-57.12044,328.04,1.05,1.02,2021-12-27,1749,A,60,6.1NRT,313.39,9.12,D
-29.66285,-58.79279,328.09,1,1,2021-12-27,1749,A,53,6.1NRT,314.04,9.33,D
-29.73662,-59.45084,325.86,1.01,1.01,2021-12-27,1749,A,36,6.1NRT,313.43,7.94,D
-29.30384,-57.12761,346.15,1.05,1.02,2021-12-27,1749,A,90,6.1NRT,317.04,37.51,D
-28.92545,-54.88102,339.47,1.33,1.14,2021-12-27,1749,A,82,6.1NRT,318.69,29.12,D
-29.30466,-57.19416,341.27,1.05,1.02,2021-12-27,1749,A,86,6.1NRT,315.24,28.99,D
-29.30633,-57.20491,331.35,1.05,1.02,2021-12-27,1749,A,67,6.1NRT,312.1,13.01,D
-29.64122,-59.49619,348.48,1.02,1.01,2021-12-27,1749,A,87,6.1NRT,315.59,41.56,D
-29.62018,-59.47853,328.42,1.01,1.01,2021-12-27,1749,A,52,6.1NRT,315.66,7.72,D
-29.62162,-59.48901,330.95,1.02,1.01,2021-12-27,1749,A,55,6.1NRT,316.69,11.49,D
-29.27825,-57.55664,325.5,1.03,1.01,2021-12-27,1749,A,53,6.1NRT,312.09,9.09,D
-29.21351,-57.19643,331.25,1.05,1.02,2021-12-27,1749,A,42,6.1NRT,316.21,12.04,D
-29.0348,-56.25625,329.21,1.13,1.06,2021-12-27,1749,A,32,6.1NRT,315.54,11.95,D
-28.95928,-56.56851,324.85,1.1,1.05,2021-12-27,1749,A,19,6.1NRT,312.89,8.24,D
-29.19409,-58.73295,340.03,1,1,2021-12-27,1749,A,85,6.1NRT,318.16,26.44,D
-28.89513,-56.9334,348.64,1.07,1.03,2021-12-27,1749,A,92,6.1NRT,313.43,45.92,D
-28.89686,-56.94437,328.89,1.07,1.03,2021-12-27,1749,A,67,6.1NRT,312.89,10.69,D
-28.98277,-57.55892,329.42,1.03,1.02,2021-12-27,1749,A,70,6.1NRT,312.9,14.11,D
-29.62642,-62.33347,332.86,1.29,1.13,2021-12-27,1749,A,33,6.1NRT,320.05,12.48,D
-29.61622,-62.33503,335.83,1.29,1.13,2021-12-27,1749,A,66,6.1NRT,321.51,22.15,D
-29.15012,-59.32795,424.52,1.01,1,2021-12-27,1749,A,0,6.1NRT,332,423.28,D
-29.2967,-61.1246,331.35,1.12,1.06,2021-12-27,1749,A,64,6.1NRT,320.65,10.76,D
-28.54306,-56.91754,326.9,1.08,1.04,2021-12-27,1749,A,67,6.1NRT,311.42,12.48,D
-28.5448,-56.92857,323.63,1.08,1.04,2021-12-27,1749,A,50,6.1NRT,309.65,7.35,D
-27.9568,-56.1353,366.72,1.18,1.08,2021-12-27,1749,A,100,6.1NRT,315.1,116.45,D
-27.95876,-56.14724,352.21,1.18,1.08,2021-12-27,1749,A,95,6.1NRT,315.66,67.22,D
-28.31945,-58.47017,330.19,1.01,1,2021-12-27,1749,A,60,6.1NRT,313.21,11.69,D
-28.32096,-58.4804,333.89,1.01,1,2021-12-27,1749,A,81,6.1NRT,317.59,16.33,D
-28.5734,-60.27286,328.88,1.04,1.02,2021-12-27,1749,A,53,6.1NRT,317.04,9.49,D
-27.95883,-56.33086,323.93,1.16,1.07,2021-12-27,1749,A,56,6.1NRT,311.93,9.31,D
-27.96074,-56.34257,334.98,1.16,1.07,2021-12-27,1749,A,81,6.1NRT,314.61,26.11,D
-28.99977,-64.62997,331.1,1.75,1.3,2021-12-27,1749,A,67,6.1NRT,311.43,18.89,D
-27.99762,-57.61649,357.61,1.04,1.02,2021-12-27,1749,A,98,6.1NRT,316.8,68,D
-27.99925,-57.62706,363.68,1.04,1.02,2021-12-27,1749,A,100,6.1NRT,317.44,85.13,D
-27.98845,-57.61832,335.03,1.04,1.02,2021-12-27,1749,A,82,6.1NRT,312.6,19.52,D
-27.99008,-57.62889,336.04,1.04,1.02,2021-12-27,1749,A,83,6.1NRT,311.18,21.23,D
-27.77817,-56.93028,326.41,1.1,1.05,2021-12-27,1749,A,68,6.1NRT,311.27,14.09,D
-27.96937,-58.65573,333.98,1,1,2021-12-27,1749,A,60,6.1NRT,317.78,16.03,D
-27.89998,-58.31196,334.39,1.01,1.01,2021-12-27,1749,A,81,6.1NRT,315.39,17.22,D
