latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
-3.17681,-40.0411,322.95,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,279.41,1.44,N
-3.17627,-40.0446,302.71,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,278.64,1.44,N
-3.18015,-40.04162,347.97,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,280.31,4.81,N
-3.1796,-40.04512,308.98,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,278.75,4.81,N
-3.18069,-40.03812,316.23,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,278.86,1.28,N
-3.18349,-40.04214,335.11,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,279.75,4.81,N
-3.18403,-40.03864,317.92,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,279.79,1.28,N
-3.18682,-40.04266,336.31,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,280.11,2.21,N
-3.18737,-40.03916,304.33,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,279.74,1.87,N
-3.19016,-40.04317,313.09,0.39,0.36,2021-12-27,0408,N,nominal,2.0NRT,278.47,2.21,N
-3.57846,-38.86298,299.45,0.42,0.38,2021-12-27,0408,N,nominal,2.0NRT,263.55,1.06,N
-3.59285,-38.86135,300.8,0.42,0.38,2021-12-27,0408,N,nominal,2.0NRT,271.22,0.79,N
-3.59343,-38.85759,299.7,0.42,0.38,2021-12-27,0408,N,nominal,2.0NRT,274.59,1.38,N
-15.07975,-48.94527,316.7,0.4,0.44,2021-12-27,0410,N,nominal,2.0NRT,292.33,2.13,N
-17.09323,-43.80475,300.14,0.38,0.36,2021-12-27,0410,N,nominal,2.0NRT,290.09,1.1,N
-16.63795,-47.91292,308.96,0.5,0.41,2021-12-27,0410,N,nominal,2.0NRT,290.89,1.35,N
-17.49892,-45.17554,303.69,0.39,0.36,2021-12-27,0410,N,nominal,2.0NRT,292.62,1.09,N
-17.3078,-46.36257,307.17,0.42,0.38,2021-12-27,0410,N,nominal,2.0NRT,292.19,1.25,N
-17.00834,-49.78119,307.68,0.42,0.45,2021-12-27,0410,N,nominal,2.0NRT,293.34,1.17,N
-19.71674,-40.34921,302.71,0.52,0.41,2021-12-27,0412,N,nominal,2.0NRT,291.32,0.99,N
-19.47931,-42.52964,309.13,0.42,0.37,2021-12-27,0412,N,nominal,2.0NRT,292.1,1.53,N
-19.48219,-42.53419,320.74,0.42,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.51,1.53,N
-19.48277,-42.53021,309.42,0.42,0.37,2021-12-27,0412,N,nominal,2.0NRT,292.31,1.53,N
-19.60639,-44.05775,299.59,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,277.79,0.5,N
-19.60972,-44.05833,300.41,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,278.62,0.76,N
-19.82365,-43.12701,326.08,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,286.51,2.11,N
-19.82308,-43.13087,315.86,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,286.94,2.11,N
-20.22953,-40.23301,313.98,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,294.31,1.69,N
-20.23207,-40.24386,304.7,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,292.99,1.37,N
-20.23342,-40.23358,315.35,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,293.4,3.22,N
-20.23409,-40.22842,319.4,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,296.07,2.91,N
-20.23985,-40.24498,321.35,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,294.14,5.43,N
-20.24052,-40.23985,338.78,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,296.18,9.12,N
-20.24829,-40.241,331.41,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,294.22,6.53,N
-20.24965,-40.23069,306.3,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,293.53,1.28,N
-20.25354,-40.23126,313.99,0.53,0.42,2021-12-27,0412,N,nominal,2.0NRT,293.27,1.28,N
-19.93843,-43.47763,307,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,288.44,0.67,N
-19.93876,-43.48061,303.22,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,287.79,0.65,N
-18.40526,-53.38654,311.47,0.33,0.55,2021-12-27,0412,N,nominal,2.0NRT,290.16,1.08,N
-18.41031,-53.38786,306.97,0.33,0.55,2021-12-27,0412,N,nominal,2.0NRT,291.46,1.08,N
-20.14888,-44.87533,325.44,0.38,0.36,2021-12-27,0412,N,nominal,2.0NRT,289.91,1.11,N
-20.77986,-41.11855,306.49,0.49,0.4,2021-12-27,0412,N,nominal,2.0NRT,290.93,1.2,N
-38.28205,-68.63493,319.51,0.77,0.78,2021-12-27,0418,N,nominal,2.0NRT,290.54,1.83,N
-38.28875,-68.63903,313.5,0.77,0.78,2021-12-27,0418,N,nominal,2.0NRT,290.04,1.83,N
-38.27954,-68.59516,326.36,0.77,0.77,2021-12-27,0418,N,nominal,2.0NRT,290.82,3.57,N
-38.28058,-68.63943,318.05,0.77,0.78,2021-12-27,0418,N,nominal,2.0NRT,290.21,2.6,N
-38.28726,-68.6436,312.1,0.77,0.78,2021-12-27,0418,N,nominal,2.0NRT,290.12,2.6,N
-38.3583,-68.74474,346.98,0.78,0.78,2021-12-27,0418,N,nominal,2.0NRT,291.4,7.14,N
-38.35975,-68.7433,346.71,0.78,0.78,2021-12-27,0418,N,nominal,2.0NRT,291.26,9.21,N
-40.99195,-62.82508,349.85,0.35,0.56,2021-12-27,0418,N,nominal,2.0NRT,287.99,2.27,N
-40.99306,-62.82104,299.1,0.35,0.56,2021-12-27,0418,N,nominal,2.0NRT,286.25,2.27,N
-40.9981,-62.82343,317.9,0.35,0.56,2021-12-27,0418,N,nominal,2.0NRT,287.17,1.18,N
-20.31232,-45.58625,306.33,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,291.21,1.45,N
-20.57546,-43.97047,297.03,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,275.24,0.7,N
-20.37706,-45.60184,304.2,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,289.68,0.75,N
-20.47308,-45.92999,306.34,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,287.89,0.83,N
-21.2021,-43.81434,327.56,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,287.95,2.12,N
-21.19984,-43.82954,297.86,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,286.33,0.51,N
-21.20153,-43.81815,297.36,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,286.69,1.78,N
-21.2032,-43.83013,296.5,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,286.47,0.51,N
-21.18137,-44.27166,301.73,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,287.57,0.57,N
-20.23905,-50.05212,301.65,0.38,0.43,2021-12-27,0412,N,nominal,2.0NRT,290.44,0.89,N
-20.24019,-50.05192,304.79,0.38,0.43,2021-12-27,0412,N,nominal,2.0NRT,290.55,0.96,N
-21.44489,-43.60938,305.2,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,288.47,1.47,N
-21.62616,-43.46722,311.26,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,288.03,1.24,N
-21.75993,-44.79528,303.67,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,287.57,0.63,N
-21.16284,-48.60172,302.83,0.47,0.4,2021-12-27,0412,N,nominal,2.0NRT,289.13,0.42,N
-22.14621,-42.39479,298.5,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,287.78,0.65,N
-22.14466,-42.39705,299.42,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,287.84,0.52,N
-21.16639,-48.60022,309.9,0.47,0.4,2021-12-27,0412,N,nominal,2.0NRT,289.8,0.93,N
-22.27975,-41.72448,317.45,0.47,0.4,2021-12-27,0412,N,nominal,2.0NRT,291.82,0.92,N
-22.28342,-41.72506,322.81,0.47,0.4,2021-12-27,0412,N,nominal,2.0NRT,292.22,1.06,N
-22.28404,-41.72042,303.33,0.47,0.4,2021-12-27,0412,N,nominal,2.0NRT,292.06,1.06,N
-21.15932,-49.21546,302.47,0.5,0.41,2021-12-27,0412,N,nominal,2.0NRT,291.46,0.72,N
-21.15829,-49.21788,301.65,0.5,0.41,2021-12-27,0412,N,nominal,2.0NRT,291.59,0.7,N
-21.19317,-49.15511,303.35,0.5,0.41,2021-12-27,0412,N,nominal,2.0NRT,291.6,1.07,N
-20.99664,-51.79389,309.84,0.47,0.48,2021-12-27,0412,N,nominal,2.0NRT,294.76,2.67,N
-21.8583,-48.05063,329.49,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,290.93,2.88,N
-21.85757,-48.05486,312.1,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,290.37,1.59,N
-21.86109,-48.0556,302.44,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,289.25,0.87,N
-21.86182,-48.05137,307.35,0.44,0.38,2021-12-27,0412,N,nominal,2.0NRT,289.6,1,N
-22.50633,-44.10518,315.99,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,292.22,1.5,N
-22.51028,-44.10191,323.93,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.71,1.5,N
-22.5097,-44.10577,307.59,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,293.44,1.5,N
-22.51135,-44.1179,306.38,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.63,0.85,N
-22.51192,-44.11406,316.37,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,292.74,0.99,N
-22.5125,-44.1102,305.51,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,292.92,0.99,N
-22.51472,-44.11849,302.59,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.24,0.85,N
-22.51529,-44.11465,308.23,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.97,0.99,N
-22.51866,-44.11524,305.28,0.39,0.37,2021-12-27,0412,N,nominal,2.0NRT,291.04,0.75,N
-22.72258,-43.27041,305.61,0.42,0.37,2021-12-27,0412,N,nominal,2.0NRT,278.05,0.82,N
-22.85713,-42.97951,306.32,0.43,0.38,2021-12-27,0412,N,nominal,2.0NRT,290.31,1.01,N
-22.91991,-43.75545,305.2,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,289.89,0.76,N
-22.92332,-43.75603,303.24,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,289.74,0.76,N
-22.92389,-43.75207,316.06,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,288.92,0.76,N
-22.6969,-47.65716,309.2,0.42,0.37,2021-12-27,0412,N,nominal,2.0NRT,293.58,1.22,N
-22.54044,-48.81256,311.65,0.46,0.39,2021-12-27,0412,N,nominal,2.0NRT,294.83,2.17,N
-23.18865,-45.8192,305.43,0.38,0.36,2021-12-27,0412,N,nominal,2.0NRT,293.96,1.27,N
-23.19876,-46.5769,306.3,0.39,0.36,2021-12-27,0412,N,nominal,2.0NRT,288.39,0.78,N
-23.55149,-47.40387,304.83,0.4,0.37,2021-12-27,0412,N,nominal,2.0NRT,289.2,0.51,N
-24.53804,-42.13302,326.78,0.48,0.4,2021-12-27,0412,N,nominal,2.0NRT,294.03,1.62,N
-24.54174,-42.13361,306.65,0.48,0.4,2021-12-27,0412,N,nominal,2.0NRT,293.47,1.62,N
-24.5403,-42.13046,323.11,0.48,0.4,2021-12-27,0412,N,nominal,2.0NRT,293.89,3.11,N
-24.64974,-42.51268,310.78,0.46,0.39,2021-12-27,0414,N,nominal,2.0NRT,294.39,1.62,N
-22.09142,-56.6782,356.4,0.45,0.63,2021-12-27,0414,N,nominal,2.0NRT,290.84,5.46,N
-22.09241,-56.67385,308.11,0.45,0.63,2021-12-27,0414,N,nominal,2.0NRT,289.33,5.46,N
-22.09713,-56.67988,354.78,0.45,0.63,2021-12-27,0414,N,nominal,2.0NRT,290.42,6.82,N
-22.09813,-56.67554,309.78,0.45,0.63,2021-12-27,0414,N,nominal,2.0NRT,289.49,6.82,N
-22.10323,-60.83118,326.13,0.79,0.78,2021-12-27,0414,N,nominal,2.0NRT,291.23,3.23,N
-22.10524,-60.82331,304.88,0.79,0.78,2021-12-27,0414,N,nominal,2.0NRT,290.03,3.23,N
-25.65981,-42.8578,342.14,0.45,0.39,2021-12-27,0414,N,nominal,2.0NRT,294.18,10.74,N
-22.10379,-60.82753,330.95,0.79,0.78,2021-12-27,0414,N,nominal,2.0NRT,291.41,6.75,N
-23.22053,-56.99731,306.53,0.44,0.63,2021-12-27,0414,N,nominal,2.0NRT,291.41,1.11,N
-23.22726,-56.9945,306.96,0.44,0.63,2021-12-27,0414,N,nominal,2.0NRT,290.75,1.11,N
-22.63707,-59.91422,305.47,0.68,0.74,2021-12-27,0414,N,nominal,2.0NRT,290.76,2.06,N
-22.64381,-59.91629,317.54,0.68,0.74,2021-12-27,0414,N,nominal,2.0NRT,289.7,2.06,N
-24.09742,-54.38813,327.96,0.59,0.53,2021-12-27,0414,N,nominal,2.0NRT,294.38,3.97,N
-24.09867,-54.38231,308.87,0.59,0.53,2021-12-27,0414,N,nominal,2.0NRT,292.42,3.97,N
-23.76042,-56.24042,321.54,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,291.74,6,N
-23.76124,-56.23673,349.73,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.39,2.95,N
-23.76208,-56.23301,302.87,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,291.17,2.95,N
-23.76042,-56.23974,333.46,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.04,7.06,N
-23.76128,-56.23606,342.6,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.19,3.19,N
-23.76213,-56.23234,301.75,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,291.51,3.19,N
-23.79482,-56.46889,303.68,0.4,0.6,2021-12-27,0414,N,nominal,2.0NRT,291.94,0.78,N
-23.7957,-56.46499,310.19,0.4,0.6,2021-12-27,0414,N,nominal,2.0NRT,291.86,0.78,N
-23.80117,-56.46658,307.09,0.4,0.6,2021-12-27,0414,N,nominal,2.0NRT,292.45,1.35,N
-23.79881,-56.4681,328.51,0.4,0.6,2021-12-27,0414,N,nominal,2.0NRT,293.02,2.53,N
-24.16628,-55.56403,315.93,0.35,0.56,2021-12-27,0414,N,nominal,2.0NRT,292.95,1.38,N
-23.35289,-59.16641,310.56,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,290.91,1.35,N
-23.35434,-59.16054,311.27,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,290.6,1.35,N
-23.35929,-59.16837,303.27,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,291.09,1.35,N
-23.34913,-59.17427,302.12,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,291.12,1.72,N
-23.35212,-59.16255,300.7,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,290.26,1.64,N
-23.35703,-59.17033,309.04,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,290.82,1.72,N
-23.35852,-59.16447,315.21,0.59,0.7,2021-12-27,0414,N,nominal,2.0NRT,290.84,1.64,N
-24.29195,-56.52086,367,0.39,0.6,2021-12-27,0414,N,high,2.0NRT,299.06,11.19,N
-24.29284,-56.517,307.07,0.39,0.6,2021-12-27,0414,N,nominal,2.0NRT,294.12,3.35,N
-24.2974,-56.52236,324.2,0.39,0.6,2021-12-27,0414,N,nominal,2.0NRT,293.72,2.71,N
-24.57712,-55.96893,328.03,0.36,0.57,2021-12-27,0414,N,nominal,2.0NRT,293.08,5.47,N
-24.57792,-55.9653,367,0.36,0.57,2021-12-27,0414,N,high,2.0NRT,295.53,5.47,N
-24.57535,-55.96529,334.65,0.36,0.57,2021-12-27,0414,N,nominal,2.0NRT,294.6,5.53,N
-24.58063,-55.96658,367,0.36,0.57,2021-12-27,0414,N,high,2.0NRT,294.35,5.53,N
-24.90155,-55.0806,306.48,0.63,0.54,2021-12-27,0414,N,nominal,2.0NRT,291.45,1.94,N
-25.52898,-52.80561,303.35,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,290.42,0.81,N
-25.53323,-52.80676,300.96,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,288.34,0.81,N
-25.52385,-52.87499,309.63,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,290.55,1.06,N
-24.76874,-56.44434,315.93,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.37,1.38,N
-25.56056,-52.80451,303.67,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,291.28,0.88,N
-25.56141,-52.80026,311.16,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,291.76,0.88,N
-25.53488,-52.95412,309.73,0.46,0.47,2021-12-27,0414,N,nominal,2.0NRT,292.36,1.81,N
-25.53577,-52.94969,311.9,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,291.77,2.39,N
-25.53914,-52.95538,311.81,0.46,0.47,2021-12-27,0414,N,nominal,2.0NRT,290.32,1.81,N
-25.57247,-52.81205,320.19,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,292.31,2.51,N
-25.57466,-52.81068,319.28,0.45,0.47,2021-12-27,0414,N,nominal,2.0NRT,291.96,2.61,N
-24.91377,-56.51556,303.7,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,290.91,0.38,N
-24.91653,-56.52834,333.16,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,295.28,6.21,N
-24.91739,-56.52464,343.47,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,295.45,7.47,N
-24.91999,-56.51342,343.99,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.83,3.41,N
-24.91912,-56.51718,318.25,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,291.29,3.41,N
-24.92271,-56.52637,367,0.38,0.59,2021-12-27,0414,N,high,2.0NRT,295.74,7.47,N
-24.92535,-56.51498,338.48,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,293.09,3.41,N
-24.92184,-56.53013,312.26,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.09,6.21,N
-24.92807,-56.52797,336.6,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,291.46,6.05,N
-24.92895,-56.52417,367,0.38,0.59,2021-12-27,0414,N,high,2.0NRT,294.72,6.05,N
-24.93431,-56.52573,332.52,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,289.61,6.05,N
-24.93519,-56.52191,341.06,0.38,0.59,2021-12-27,0414,N,nominal,2.0NRT,292.11,6.99,N
-24.93639,-56.61619,307.38,0.39,0.59,2021-12-27,0414,N,nominal,2.0NRT,290.55,0.98,N
-25.38148,-54.667,312.38,0.58,0.52,2021-12-27,0414,N,nominal,2.0NRT,292.64,1.91,N
-24.21729,-59.76084,310.56,0.61,0.71,2021-12-27,0414,N,nominal,2.0NRT,292.72,2.71,N
-24.22377,-59.76289,307.73,0.61,0.71,2021-12-27,0414,N,nominal,2.0NRT,292.64,2.21,N
-24.22025,-59.76562,314.62,0.61,0.71,2021-12-27,0414,N,nominal,2.0NRT,292.76,3.81,N
-26.20912,-51.03338,328.32,0.52,0.42,2021-12-27,0414,N,nominal,2.0NRT,288.73,2.82,N
-25.36559,-55.24297,302.03,0.63,0.54,2021-12-27,0414,N,nominal,2.0NRT,291.06,0.63,N
-25.37054,-55.24432,305.7,0.63,0.54,2021-12-27,0414,N,nominal,2.0NRT,291.6,0.9,N
-25.37657,-55.31275,307.16,0.63,0.54,2021-12-27,0414,N,nominal,2.0NRT,291.91,1.64,N
-25.69172,-53.90156,306.74,0.51,0.5,2021-12-27,0414,N,nominal,2.0NRT,292.53,2.11,N
-25.6928,-53.89635,305.65,0.51,0.5,2021-12-27,0414,N,nominal,2.0NRT,291.37,1,N
-25.69148,-53.89736,306.14,0.51,0.5,2021-12-27,0414,N,nominal,2.0NRT,292.76,1.88,N
-25.69602,-53.89851,311.22,0.51,0.5,2021-12-27,0414,N,nominal,2.0NRT,291.48,1.88,N
-25.54995,-54.73363,307.14,0.58,0.52,2021-12-27,0414,N,nominal,2.0NRT,293.31,1.19,N
-24.11695,-60.71843,312.88,0.7,0.75,2021-12-27,0414,N,nominal,2.0NRT,291.04,3.13,N
-24.1188,-60.71137,305.29,0.7,0.75,2021-12-27,0414,N,nominal,2.0NRT,291.14,3.13,N
-24.12064,-60.70435,318.37,0.7,0.75,2021-12-27,0414,N,nominal,2.0NRT,291.19,2.61,N
-24.12375,-60.72064,307.37,0.7,0.75,2021-12-27,0414,N,nominal,2.0NRT,291.33,2.12,N
-24.1256,-60.71358,307.96,0.7,0.75,2021-12-27,0414,N,nominal,2.0NRT,291.22,2.12,N
-25.59395,-55.00863,301.24,0.6,0.53,2021-12-27,0414,N,nominal,2.0NRT,290.51,2.68,N
-24.39814,-60.25182,313.92,0.65,0.73,2021-12-27,0414,N,nominal,2.0NRT,292.29,2.27,N
-24.79816,-59.01572,309.06,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,294.07,3.05,N
-24.80433,-59.01764,336.1,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,293.23,6.72,N
-24.80567,-59.01223,317.28,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,293.79,4.85,N
-24.81584,-58.99796,312.06,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,293.08,3.64,N
-24.81717,-58.99258,314.76,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,293.46,2.64,N
-24.94901,-58.48201,327.62,0.5,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.51,4.59,N
-24.95022,-58.47702,308.96,0.5,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.42,2.48,N
-24.80744,-59.01727,318.01,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,292.14,2.96,N
-24.80882,-59.01187,311.25,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,292.97,1.71,N
-24.81019,-59.0065,307.66,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,292.88,1.71,N
-24.94926,-58.48144,330.07,0.5,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.55,5.48,N
-24.81908,-58.99763,312.92,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,292.52,4.13,N
-24.82045,-58.99226,318.05,0.54,0.68,2021-12-27,0414,N,nominal,2.0NRT,293.49,3.61,N
-24.9505,-58.47647,304.88,0.5,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.09,2.39,N
-24.73473,-59.81247,319.01,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.65,1.52,N
-24.74115,-59.81454,325.27,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.1,3.01,N
-24.73963,-59.82056,302.95,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.3,3.42,N
-25.57545,-56.40557,339.57,0.36,0.58,2021-12-27,0414,N,nominal,2.0NRT,293.04,3.5,N
-25.57274,-56.40331,320.21,0.36,0.58,2021-12-27,0414,N,nominal,2.0NRT,292.78,1.27,N
-24.73255,-59.81098,306.98,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.02,1.3,N
-25.57189,-56.40696,308.04,0.36,0.58,2021-12-27,0414,N,nominal,2.0NRT,291.74,1.27,N
-24.73898,-59.81305,328.39,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.35,2.06,N
-25.578,-56.40483,302.22,0.36,0.58,2021-12-27,0414,N,nominal,2.0NRT,291.18,1.19,N
-24.74385,-59.82109,305.01,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.32,2.06,N
-24.74541,-59.81507,300.62,0.6,0.71,2021-12-27,0414,N,nominal,2.0NRT,290.3,2.06,N
-25.07927,-58.76097,322.8,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.96,2.58,N
-25.08658,-58.75774,331.46,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.8,3.1,N
-25.08531,-58.76288,308.57,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,291.09,3.1,N
-25.08784,-58.75259,316.66,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.24,2.86,N
-26.19948,-53.96548,307.19,0.51,0.49,2021-12-27,0414,N,nominal,2.0NRT,291.96,2.88,N
-26.20396,-53.9668,332.83,0.51,0.49,2021-12-27,0414,N,nominal,2.0NRT,293.15,2.88,N
-25.12058,-58.75166,310.77,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.04,1.13,N
-25.12663,-58.75354,325.79,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,294.11,1.64,N
-25.12788,-58.74841,308.36,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.14,1.64,N
-25.13392,-58.75027,303.59,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.16,1.64,N
-26.47485,-52.72604,346.68,0.42,0.46,2021-12-27,0414,N,nominal,2.0NRT,291.61,3.42,N
-26.47398,-52.73044,309.46,0.42,0.46,2021-12-27,0414,N,nominal,2.0NRT,289.7,3.4,N
-26.47573,-52.72161,299.88,0.42,0.46,2021-12-27,0414,N,nominal,2.0NRT,289.23,3.42,N
-26.20481,-53.96339,329.87,0.51,0.49,2021-12-27,0414,N,nominal,2.0NRT,292.96,3.06,N
-26.20367,-53.96866,303.33,0.51,0.49,2021-12-27,0414,N,nominal,2.0NRT,291.36,2.38,N
-26.47417,-52.72865,338.29,0.42,0.46,2021-12-27,0414,N,nominal,2.0NRT,291.54,5.43,N
-26.47507,-52.72426,335.6,0.42,0.46,2021-12-27,0414,N,nominal,2.0NRT,291.18,4.46,N
-25.12662,-58.7496,321.34,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.89,3.22,N
-25.12533,-58.75471,316.29,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.35,4.05,N
-26.11834,-54.51822,305.95,0.55,0.51,2021-12-27,0414,N,nominal,2.0NRT,292.72,2.08,N
-25.13266,-58.75144,305.89,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.03,1.8,N
-25.18506,-58.72354,310.82,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.63,1.59,N
-25.18632,-58.71846,313.91,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.85,1.59,N
-25.19234,-58.72032,347.71,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,295.17,7.71,N
-25.1936,-58.71524,330.23,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.43,6.68,N
-25.19109,-58.72541,302.68,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.23,7.71,N
-25.19962,-58.71709,367,0.51,0.66,2021-12-27,0414,N,high,2.0NRT,295.36,6.68,N
-25.20087,-58.71201,329.13,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,293.38,6.68,N
-25.20689,-58.71386,318.98,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.1,3.04,N
-25.20815,-58.70877,313.7,0.51,0.66,2021-12-27,0414,N,nominal,2.0NRT,292.62,2.21,N
-25.35742,-58.12209,324.89,0.46,0.64,2021-12-27,0414,N,nominal,2.0NRT,293.5,3.24,N
-24.89734,-59.97564,307.79,0.61,0.71,2021-12-27,0414,N,nominal,2.0NRT,291.97,3.27,N
