,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
331,-34.77917,-70.80598,302.85,1.21,1.09,2022-01-23,342,T,52,6.1NRT,286.23,9.64,N
332,-34.78153,-70.82007,308.32,1.2,1.09,2022-01-23,342,T,74,6.1NRT,285.57,13.85,N
333,-34.76923,-70.80736999999999,317.09,1.21,1.09,2022-01-23,342,T,60,6.1NRT,286.72,21.16,N
334,-34.771640000000005,-70.82168,331.46,1.2,1.09,2022-01-23,342,T,100,6.1NRT,288.67,41.45,N
335,-34.7762,-70.84869,311.14,1.2,1.09,2022-01-23,342,T,22,6.1NRT,286.4,14.25,N
336,-34.77813,-70.86001999999999,310.18,1.2,1.09,2022-01-23,342,T,73,6.1NRT,287.23,14.47,N
337,-34.76163,-70.82257,323.28,1.2,1.09,2022-01-23,342,T,79,6.1NRT,289.99,28.51,N
338,-34.76843,-70.86278,302.1,1.2,1.09,2022-01-23,342,T,44,6.1NRT,285.82,8.22,N
339,-34.751709999999996,-70.82411,303.12,1.2,1.09,2022-01-23,342,T,41,6.1NRT,286.85,8.87,N
340,-34.75397,-70.8374,310.3,1.2,1.09,2022-01-23,342,T,71,6.1NRT,288.75,14.6,N
341,-34.10159,-70.4586,303.88,1.28,1.12,2022-01-23,342,T,57,6.1NRT,283.55,12.01,N
381,-34.76468,-70.81284000000001,331.89,2.04,1.39,2022-01-23,527,A,100,6.1NRT,288.48,94.62,N
382,-34.769090000000006,-70.79159,307.5,2.04,1.39,2022-01-23,527,A,41,6.1NRT,285.21,27.15,N
383,-34.76365,-70.8194,322.07,2.04,1.39,2022-01-23,527,A,100,6.1NRT,287.7,61.35,N
384,-34.768209999999996,-70.79807,320.65,2.04,1.39,2022-01-23,527,A,100,6.1NRT,286.63,57.1,N
995,-34.05477,-70.62472,321.09,1.0,1.0,2022-01-23,1444,T,39,6.1NRT,308.61,8.97,D
996,-34.10675,-70.45737,332.35,1.0,1.0,2022-01-23,1444,T,83,6.1NRT,310.32,18.7,D
997,-34.7712,-70.82321,361.95,1.0,1.0,2022-01-23,1444,T,100,6.1NRT,306.77,82.56,D
998,-34.77278,-70.81228,354.87,1.0,1.0,2022-01-23,1444,T,97,6.1NRT,305.63,65.68,D
999,-35.5397,-71.4845,313.88,1.0,1.0,2022-01-23,1444,T,29,6.1NRT,301.59,5.47,D
1000,-36.41765,-71.96088,313.42,1.0,1.0,2022-01-23,1444,T,41,6.1NRT,300.87,4.28,D
1001,-37.72098,-72.23849,310.94,1.0,1.0,2022-01-23,1444,T,43,6.1NRT,296.71,4.73,D
2058,-37.721579999999996,-72.24054,317.85,1.29,1.13,2022-01-23,1906,A,43,6.1NRT,303.41,8.6,D
2059,-34.77155,-70.80937,354.57,1.78,1.31,2022-01-23,1906,A,97,6.1NRT,304.73,144.38,D
2060,-34.77628,-70.83308000000001,366.95,1.77,1.3,2022-01-23,1906,A,100,6.1NRT,314.13,220.63,D
2061,-34.75925,-70.80929,345.43,1.78,1.31,2022-01-23,1906,A,91,6.1NRT,305.44,96.92,D
2062,-34.763709999999996,-70.83147,379.33,1.77,1.3,2022-01-23,1906,A,100,6.1NRT,317.71,319.66,D
2063,-34.75148,-70.83171999999999,356.73,1.77,1.3,2022-01-23,1906,A,98,6.1NRT,310.01,151.64,D
2064,-34.11588,-70.45846999999999,334.26,1.93,1.36,2022-01-23,1906,A,81,6.1NRT,315.43,41.86,D
2072,-27.111720000000002,-109.31278,320.81,1.64,1.26,2022-01-23,2048,A,73,6.1NRT,299.88,23.46,D
2073,-27.11342,-109.32914,317.3,1.64,1.26,2022-01-23,2048,A,59,6.1NRT,299.81,17.98,D
2074,-27.113390000000003,-109.31938999999998,327.26,1.64,1.26,2022-01-23,2048,A,74,6.1NRT,301.2,38.04,D
2101,-34.756809999999994,-70.81602,301.2,3.34,1.72,2022-01-24,247,T,39,6.1NRT,288.38,32.52,N
2102,-34.74694,-70.82361999999999,300.0,3.34,1.72,2022-01-24,247,T,2,6.1NRT,288.04,27.84,N
2540,-34.750809999999994,-70.81635,303.39,1.21,1.09,2022-01-24,609,A,13,6.1NRT,286.7,8.97,N
2541,-34.74972,-70.82349,304.42,1.21,1.09,2022-01-24,609,A,21,6.1NRT,286.71,9.45,N
2542,-34.77599,-70.85771,300.18,1.21,1.09,2022-01-24,609,A,20,6.1NRT,287.57,7.75,N
2543,-34.777359999999994,-70.84612,302.3,1.21,1.09,2022-01-24,609,A,48,6.1NRT,286.8,8.81,N
2544,-36.8651,-71.37295,301.29,1.21,1.09,2022-01-24,609,A,40,6.1NRT,275.13,12.06,N
2604,-23.82248,-70.30954,300.15,1.02,1.01,2022-01-24,607,A,19,6.1NRT,286.03,6.75,N
2605,-34.104079999999996,-70.45125999999999,304.84,1.24,1.11,2022-01-24,609,A,62,6.1NRT,285.12,12.95,N
3414,-34.76227,-70.80956,317.83,3.55,1.77,2022-01-24,1526,T,68,6.1NRT,300.87,72.23,D
3415,-34.77791,-70.81897,312.05,3.55,1.77,2022-01-24,1526,T,29,6.1NRT,298.51,42.36,D
3416,-34.76939,-70.82451999999999,319.39,3.55,1.77,2022-01-24,1526,T,71,6.1NRT,301.82,85.15,D
3417,-34.77185,-70.7776,311.38,3.57,1.77,2022-01-24,1526,T,43,6.1NRT,297.0,39.94,D
3418,-36.62123,-72.07666,313.8,3.06,1.66,2022-01-24,1526,T,32,6.1NRT,298.67,18.35,D
3419,-37.46692,-72.38279,311.09,2.99,1.64,2022-01-24,1528,T,36,6.1NRT,297.05,22.47,D
3420,-37.46889,-72.3486,311.78,3.0,1.65,2022-01-24,1528,T,43,6.1NRT,296.36,26.6,D
3525,-36.63105,-72.08870999999999,320.16,2.65,1.56,2022-01-24,1813,A,14,6.1NRT,305.6,18.26,D
3526,-36.11987,-71.5302,330.55,2.42,1.5,2022-01-24,1813,A,76,6.1NRT,309.39,75.48,D
3527,-36.11363,-71.53567,331.84,2.42,1.5,2022-01-24,1813,A,79,6.1NRT,309.06,80.79,D
4110,-34.77831,-70.80643,302.28,1.0,1.0,2022-01-25,329,T,43,6.1NRT,288.08,5.81,N
4111,-34.76773,-70.79733,308.65,1.0,1.0,2022-01-25,329,T,75,6.1NRT,289.53,9.43,N
4112,-34.76931,-70.80829,310.6,1.0,1.0,2022-01-25,329,T,80,6.1NRT,289.66,10.79,N
4113,-34.7756,-70.8521,300.25,1.0,1.0,2022-01-25,329,T,23,6.1NRT,287.93,4.92,N
4114,-34.77717,-70.86291,310.25,1.0,1.0,2022-01-25,329,T,80,6.1NRT,290.29,11.11,N
4115,-34.7603,-70.81013,310.17,1.0,1.0,2022-01-25,329,T,36,6.1NRT,292.22,9.93,N
4116,-34.10852,-70.4483,302.84,1.01,1.01,2022-01-25,329,T,52,6.1NRT,288.43,7.0,N
4117,-34.11015,-70.45919,317.73,1.01,1.01,2022-01-25,329,T,96,6.1NRT,288.36,17.72,N
4118,-34.10156,-70.45576,304.73,1.01,1.01,2022-01-25,329,T,61,6.1NRT,286.19,8.89,N
4245,-27.0004,-69.87658,335.82,1.36,1.15,2022-01-25,1429,T,83,6.1NRT,315.08,24.62,D
4246,-27.0052,-69.84899999999999,329.95,1.35,1.15,2022-01-25,1429,T,64,6.1NRT,314.0,14.16,D
4247,-27.013070000000003,-69.86525,336.29,1.36,1.15,2022-01-25,1429,T,83,6.1NRT,314.87,26.67,D
4255,-34.10801,-70.4548,324.74,1.14,1.06,2022-01-25,1431,T,65,6.1NRT,311.16,9.86,D
4256,-34.77026,-70.79845,332.74,1.15,1.07,2022-01-25,1431,T,67,6.1NRT,303.52,29.68,D
4258,-37.25026,-73.31834,310.86,1.38,1.16,2022-01-25,1431,T,35,6.1NRT,299.21,8.57,D
4259,-37.48171,-73.33949,310.97,1.37,1.16,2022-01-25,1431,T,51,6.1NRT,297.49,10.42,D
4260,-37.484590000000004,-73.32406999999999,308.44,1.37,1.16,2022-01-25,1431,T,19,6.1NRT,297.6,8.34,D
4261,-37.608579999999996,-73.65415,307.11,1.41,1.18,2022-01-25,1431,T,20,6.1NRT,295.39,8.75,D
4262,-37.64721,-73.44958000000001,309.42,1.38,1.16,2022-01-25,1431,T,47,6.1NRT,294.68,10.15,D
4263,-37.9329,-73.35778,307.73,1.35,1.15,2022-01-25,1433,T,46,6.1NRT,293.78,9.67,D
4264,-38.74176,-72.95106,311.42,1.25,1.11,2022-01-25,1433,T,34,6.1NRT,299.19,5.61,D
4265,-39.29224,-72.22839,309.04,1.14,1.07,2022-01-25,1433,T,26,6.1NRT,295.45,5.32,D
4266,-39.36769,-72.6292,307.91,1.18,1.08,2022-01-25,1433,T,39,6.1NRT,296.06,6.7,D
4267,-41.54428,-71.4399,315.77,1.03,1.02,2022-01-25,1433,T,44,6.1NRT,304.35,11.77,D
4268,-41.87407,-73.81351,305.74,1.21,1.09,2022-01-25,1433,T,40,6.1NRT,292.41,6.14,D
4864,-42.47368,-73.78045999999999,309.2,1.06,1.03,2022-01-25,1853,A,0,6.1NRT,296.88,4.99,D
4865,-41.45706,-72.96404,309.43,1.01,1.01,2022-01-25,1853,A,24,6.1NRT,296.77,4.44,D
4866,-41.11803,-73.05288,310.98,1.01,1.0,2022-01-25,1853,A,18,6.1NRT,299.1,3.85,D
4867,-40.56585,-73.16645,313.86,1.01,1.0,2022-01-25,1853,A,21,6.1NRT,299.86,4.41,D
4868,-40.5675,-73.17838,315.38,1.01,1.0,2022-01-25,1853,A,34,6.1NRT,300.39,5.34,D
4888,-37.21008,-71.90728,334.48,1.04,1.02,2022-01-25,1855,A,69,6.1NRT,310.86,19.15,D
4889,-37.17537,-72.9489,320.8,1.0,1.0,2022-01-25,1855,A,13,6.1NRT,308.05,6.89,D
4890,-34.787290000000006,-70.79883000000001,364.61,1.21,1.09,2022-01-25,1855,A,100,6.1NRT,305.29,118.31,D
4891,-34.77515,-70.78763000000001,331.79,1.21,1.09,2022-01-25,1855,A,78,6.1NRT,303.32,28.43,D
4892,-34.77771,-70.80234,370.51,1.21,1.09,2022-01-25,1855,A,100,6.1NRT,314.98,141.31,D
4893,-34.78678,-70.85461,390.43,1.2,1.09,2022-01-25,1855,A,100,6.1NRT,311.79,244.67,D
4894,-34.767790000000005,-70.80389,363.11,1.21,1.09,2022-01-25,1855,A,99,6.1NRT,310.89,104.6,D
4895,-34.75779,-70.80508,381.34,1.21,1.09,2022-01-25,1855,A,100,6.1NRT,312.13,186.55,D
4896,-34.760220000000004,-70.81891999999999,388.43,1.2,1.09,2022-01-25,1855,A,100,6.1NRT,318.38,223.72,D
4897,-34.75738,-70.81223,392.18,1.21,1.09,2022-01-25,1855,A,100,6.1NRT,317.85,258.18,D
4898,-33.10403,-70.65304,339.15,1.3,1.13,2022-01-25,1857,A,81,6.1NRT,324.19,17.39,D
