,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
161,-37.82262,-72.12704000000001,300.33,1.0,1.0,2022-01-16,334,T,25,6.1NRT,284.14,6.27,N
162,-37.82421,-72.13846,360.06,1.0,1.0,2022-01-16,334,T,100,6.1NRT,287.32,89.67,N
163,-34.10485,-70.45169,308.64,1.1,1.05,2022-01-16,336,T,75,6.1NRT,286.31,12.65,N
164,-34.10673,-70.46323000000001,307.78,1.1,1.05,2022-01-16,336,T,73,6.1NRT,283.97,11.91,N
888,-34.10727,-70.4568,321.98,1.03,1.01,2022-01-16,1439,T,29,6.1NRT,302.9,10.99,D
889,-36.61329,-72.94821,309.92,1.16,1.07,2022-01-16,1439,T,17,6.1NRT,297.83,8.04,D
890,-37.08429,-73.15117,310.86,1.16,1.07,2022-01-16,1439,T,0,6.1NRT,297.91,9.34,D
891,-37.475559999999994,-72.37035,315.23,1.08,1.04,2022-01-16,1439,T,25,6.1NRT,299.16,6.94,D
2847,-28.35039,-84.57039,310.65,2.15,1.42,2022-01-16,1904,A,41,6.1NRT,284.01,27.25,D
3773,-34.103229999999996,-70.45707,307.21,1.08,1.04,2022-01-17,603,A,71,6.1NRT,280.77,13.1,N
3784,-17.49204,-71.35056,303.32,1.23,1.1,2022-01-17,559,A,39,6.1NRT,287.02,8.61,N
3785,-17.49249,-71.3567,305.04,1.23,1.1,2022-01-17,559,A,63,6.1NRT,285.26,9.7,N
4558,-26.34403,-79.88432,311.51,1.08,1.04,2022-01-17,1520,T,34,6.1NRT,300.4,10.58,D
4606,-32.81497,-71.47556,316.44,2.42,1.5,2022-01-17,1520,T,53,6.1NRT,300.24,21.86,D
4607,-39.36799,-72.62177,300.01,2.42,1.5,2022-01-17,1522,T,8,6.1NRT,285.38,16.12,D
6548,-17.49158,-71.34978000000001,307.21,1.15,1.07,2022-01-18,329,T,71,6.1NRT,289.88,10.93,N
6549,-41.46667,-71.72751,312.78,1.28,1.12,2022-01-18,321,T,86,6.1NRT,278.18,23.44,N
6550,-34.10575,-70.46155999999999,311.04,1.01,1.01,2022-01-18,323,T,82,6.1NRT,282.36,14.05,N
7295,-32.45363,-71.2664,320.88,1.61,1.25,2022-01-18,1424,T,57,6.1NRT,305.27,13.91,D
7296,-33.10178,-70.6591,328.47,1.44,1.19,2022-01-18,1424,T,68,6.1NRT,310.08,14.83,D
7297,-33.10472,-70.6432,329.39,1.44,1.19,2022-01-18,1424,T,57,6.1NRT,309.88,18.39,D
7298,-37.48278,-73.33958,306.92,1.66,1.27,2022-01-18,1426,T,51,6.1NRT,294.65,12.25,D
7299,-39.37037,-72.6271,306.56,1.39,1.17,2022-01-18,1426,T,26,6.1NRT,295.33,7.37,D
7300,-41.3972,-72.90688,305.61,1.31,1.14,2022-01-18,1426,T,35,6.1NRT,291.52,5.74,D
7301,-42.46741,-73.77846,306.55,1.37,1.16,2022-01-18,1429,T,40,6.1NRT,293.83,7.85,D
8009,-29.15561,-70.87475,337.92,1.23,1.1,2022-01-18,1851,A,84,6.1NRT,316.11,22.08,D
8010,-29.147879999999997,-70.8895,334.89,1.22,1.1,2022-01-18,1851,A,81,6.1NRT,315.2,16.95,D
8028,-42.47335,-73.77962,311.29,1.18,1.08,2022-01-18,1847,A,0,6.1NRT,299.01,7.13,D
8029,-41.87893,-73.80778000000001,306.69,1.17,1.08,2022-01-18,1847,A,35,6.1NRT,292.73,5.93,D
8030,-37.629670000000004,-73.46092,310.17,1.05,1.02,2022-01-18,1849,A,27,6.1NRT,299.68,6.77,D
8031,-34.98876,-71.26456,327.05,1.03,1.01,2022-01-18,1849,A,36,6.1NRT,305.21,10.87,D
8032,-35.04634,-72.06109000000001,342.51,1.0,1.0,2022-01-18,1849,A,90,6.1NRT,295.24,42.27,D
