,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
29,-34.106559999999995,-70.45329,306.52,1.1,1.05,2022-01-11,319,T,68,6.1NRT,286.34,10.47,N
30,-34.1081,-70.46555,301.93,1.1,1.05,2022-01-11,319,T,45,6.1NRT,286.41,7.26,N
48,-23.8224,-70.31596,307.02,1.01,1.0,2022-01-11,321,T,70,6.1NRT,289.13,9.29,N
775,-38.783640000000005,-72.95174,324.56,1.15,1.07,2022-01-11,1842,A,72,6.1NRT,308.73,11.37,D
776,-38.74235,-72.95168000000001,320.67,1.15,1.07,2022-01-11,1842,A,46,6.1NRT,308.98,6.71,D
777,-37.95639,-72.43215,325.57,1.09,1.04,2022-01-11,1842,A,38,6.1NRT,314.91,9.32,D
778,-37.62807,-73.46783,318.41,1.17,1.08,2022-01-11,1842,A,27,6.1NRT,307.95,10.75,D
779,-37.48083,-73.34489,320.12,1.16,1.07,2022-01-11,1842,A,21,6.1NRT,306.54,10.1,D
780,-37.17763,-72.94881,321.09,1.11,1.05,2022-01-11,1842,A,39,6.1NRT,309.51,9.04,D
786,-32.81015,-70.95487,332.86,1.01,1.0,2022-01-11,1845,A,76,6.1NRT,306.27,19.76,D
790,-31.75484,-71.16283,329.78,1.01,1.01,2022-01-11,1845,A,68,6.1NRT,307.8,9.84,D
791,-27.12749,-70.16783000000001,338.33,1.2,1.09,2022-01-11,1845,A,56,6.1NRT,317.75,17.14,D
792,-27.11975,-70.18196999999999,336.91,1.19,1.09,2022-01-11,1845,A,55,6.1NRT,315.66,14.32,D
793,-26.30663,-70.23257,344.1,1.22,1.1,2022-01-11,1845,A,86,6.1NRT,311.69,38.88,D
1342,-34.10641,-70.46068000000001,303.07,2.41,1.5,2022-01-12,401,T,53,6.1NRT,287.67,24.81,N
1343,-41.49351,-71.6399,305.09,1.39,1.17,2022-01-12,359,T,63,6.1NRT,289.62,13.12,N
1344,-41.4693,-71.68708000000001,302.18,1.39,1.17,2022-01-12,359,T,47,6.1NRT,287.31,10.44,N
1362,-32.79631,-70.94894000000001,302.36,1.23,1.1,2022-01-12,544,A,49,6.1NRT,288.07,8.42,N
1363,-34.10487,-70.45673000000001,308.16,1.12,1.06,2022-01-12,544,A,74,6.1NRT,288.38,12.03,N
1364,-38.16333,-72.41724,308.87,1.19,1.08,2022-01-12,546,A,52,6.1NRT,285.38,13.21,N
1365,-38.17302,-72.4201,306.76,1.19,1.08,2022-01-12,546,A,31,6.1NRT,285.87,11.57,N
1366,-38.174609999999994,-72.41336,303.88,1.19,1.08,2022-01-12,546,A,57,6.1NRT,285.4,10.85,N
1367,-41.462109999999996,-71.68996,302.7,1.04,1.02,2022-01-12,546,A,51,6.1NRT,287.63,7.89,N
1578,-41.39821,-73.46169,308.55,1.26,1.12,2022-01-12,1505,T,51,6.1NRT,297.81,5.67,D
1579,-45.581759999999996,-72.05587,309.07,1.67,1.27,2022-01-12,1507,T,37,6.1NRT,294.79,11.24,D
1588,-27.41912,-70.26568,324.9,1.25,1.11,2022-01-12,1501,T,69,6.1NRT,307.06,11.47,D
1589,-27.420659999999998,-70.25326,323.77,1.25,1.11,2022-01-12,1501,T,59,6.1NRT,306.59,10.01,D
1590,-27.41915,-70.25936999999999,328.81,1.25,1.11,2022-01-12,1501,T,73,6.1NRT,307.25,17.43,D
1595,-37.09035,-72.43133,317.02,1.26,1.11,2022-01-12,1503,T,35,6.1NRT,304.29,8.17,D
1596,-37.48174,-73.33484,313.99,1.16,1.07,2022-01-12,1503,T,38,6.1NRT,299.45,9.2,D
1597,-37.71847,-72.23958,316.88,1.31,1.13,2022-01-12,1503,T,36,6.1NRT,303.35,8.29,D
1598,-37.62721,-73.46183,313.2,1.15,1.07,2022-01-12,1503,T,34,6.1NRT,300.2,9.34,D
1599,-37.62862,-73.46858,310.15,1.15,1.07,2022-01-12,1503,T,39,6.1NRT,299.32,8.22,D
1600,-37.630179999999996,-73.45544,311.29,1.15,1.07,2022-01-12,1503,T,59,6.1NRT,300.02,9.03,D
1601,-39.86253,-72.80444,311.24,1.3,1.13,2022-01-12,1503,T,37,6.1NRT,300.42,8.93,D
1602,-41.39713,-72.91105,309.19,1.34,1.15,2022-01-12,1503,T,17,6.1NRT,295.88,6.96,D
3827,-41.53628,-71.43866,389.67,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,296.88,560.06,D
3828,-41.541140000000006,-71.46061,441.12,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,315.48,1744.48,D
3829,-41.54652,-71.48496,390.55,2.08,1.4,2022-01-12,1923,A,100,6.1NRT,312.42,565.04,D
3830,-41.52922,-71.46741,391.84,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,305.89,587.1,D
3831,-41.53477,-71.49248,360.96,2.08,1.4,2022-01-12,1923,A,100,6.1NRT,303.61,237.01,D
3832,-41.47056,-71.68356999999999,326.89,2.04,1.39,2022-01-12,1923,A,69,6.1NRT,298.51,50.88,D
3833,-41.47429,-71.70043000000001,342.1,2.03,1.39,2022-01-12,1923,A,77,6.1NRT,302.69,116.03,D
3859,-34.10719,-70.45817,311.12,1.57,1.23,2022-01-13,306,T,82,6.1NRT,289.65,22.83,N
3860,-34.10787,-70.46396999999999,305.45,1.57,1.23,2022-01-13,306,T,64,6.1NRT,289.39,15.2,N
3984,-41.54741,-71.43794,346.6,2.21,1.44,2022-01-13,304,T,100,6.1NRT,294.93,179.09,N
3985,-41.54952,-71.46844,331.95,2.22,1.44,2022-01-13,304,T,100,6.1NRT,292.62,103.11,N
3986,-41.53419,-71.43867,309.47,2.21,1.44,2022-01-13,304,T,39,6.1NRT,288.96,32.79,N
3987,-41.53622,-71.46837,333.43,2.22,1.44,2022-01-13,304,T,100,6.1NRT,293.31,111.8,N
3988,-41.538070000000005,-71.49564000000001,306.05,2.23,1.45,2022-01-13,304,T,19,6.1NRT,287.96,24.28,N
3989,-41.47582,-71.70578,302.95,2.29,1.46,2022-01-13,304,T,52,6.1NRT,289.09,23.38,N
4197,-34.10777,-70.45451,301.92,2.37,1.49,2022-01-13,629,A,45,6.1NRT,287.45,23.75,N
4199,-37.84613,-72.57019,308.11,1.92,1.35,2022-01-13,629,A,74,6.1NRT,287.21,24.77,N
4200,-37.85852,-72.57137,311.86,1.92,1.35,2022-01-13,629,A,42,6.1NRT,287.04,29.5,N
4201,-37.86047,-72.54933,313.32,1.93,1.36,2022-01-13,629,A,51,6.1NRT,287.07,32.6,N
4202,-37.84918,-72.57567,311.8,1.92,1.35,2022-01-13,629,A,83,6.1NRT,287.06,30.91,N
4203,-37.851009999999995,-72.55337,319.31,1.93,1.36,2022-01-13,629,A,98,6.1NRT,287.55,47.66,N
4204,-37.8634,-72.55465,309.41,1.93,1.36,2022-01-13,629,A,74,6.1NRT,287.01,26.89,N
4205,-37.88997,-72.53607,304.56,1.93,1.36,2022-01-13,629,A,30,6.1NRT,286.43,18.81,N
4260,-41.5324,-71.44655999999999,302.61,2.48,1.52,2022-01-13,629,A,50,6.1NRT,288.04,27.53,N
