,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight,Fuente,brightness,bright_t31,Coordenadas,Locacion,road,city,county,state,country,country_code,industrial,town,isolated_dwelling,hamlet,postcode,building,neighbourhood,region,suburb,amenity,man_made,village,office,historic,aeroway,tourism,state_district,highway,Comuna,REGION,PROVINCIA,COMUNA,ComunaUpper,raw,level_0,index,NOM_REGION,NOM_PROVINCIA
24362,-22.31733,-68.88190999999999,337.47,0.46,0.39,2022-06-02,559,1,nominal,2.0NRT,277.35,13.38,N,J1,,,"-22.31733,-68.88190999999999","zona enfriador pequeño, Quilo, Chuquicamata, Calama, Provincia de El Loa, Región de Antofagasta, Chile",Quilo,Calama,Provincia de El Loa,Región de Antofagasta,Chile,cl,,,,,,zona enfriador pequeño,,,,,,Chuquicamata,,,,,,,Calama,2.0,22.0,2201.0,CALAMA,"{'place_id': 282605933, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561886, 'lat': '-22.4623917', 'lon': '-68.9272181', 'display_name': 'Calama, Provincia de El Loa, Región de Antofagasta, Chile', 'address': {'city': 'Calama', 'county': 'Provincia de El Loa', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-23.1567687', '-21.0650383', '-69.1941303', '-67.9155493']}",39.0,18459.0,REGIÓN DE ANTOFAGASTA,EL LOA
24363,-23.82271,-70.31551,330.27,0.42,0.38,2022-06-02,559,1,nominal,2.0NRT,282.92,3.77,N,J1,,,"-23.82271,-70.31551","Ruta 5 Norte, Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile",Ruta 5 Norte,Antofagasta,Provincia de Antofagasta,Región de Antofagasta,Chile,cl,,,,,,,,,,,,,,,,,,,Antofagasta,2.0,21.0,2101.0,ANTOFAGASTA,"{'place_id': 282607959, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 1561898, 'lat': '-23.6463741', 'lon': '-70.3980033', 'display_name': 'Antofagasta, Provincia de Antofagasta, Región de Antofagasta, Chile', 'address': {'city': 'Antofagasta', 'county': 'Provincia de Antofagasta', 'state': 'Región de Antofagasta', 'country': 'Chile', 'country_code': 'cl'}, 'boundingbox': ['-25.4019573', '-23.0584154', '-70.6286037', '-68.0670324']}",40.0,18460.0,REGIÓN DE ANTOFAGASTA,ANTOFAGASTA
24364,-37.6171,-73.38734000000001,320.76,0.43,0.38,2022-06-02,603,1,nominal,2.0NRT,268.3,2.64,N,J1,,,"-37.6171,-73.38734000000001","Tres Pinos, Los Álamos, Provincia de Arauco, Región del Biobío, 4380000, Chile",,,Provincia de Arauco,Región del Biobío,Chile,cl,,Los Álamos,,,4380000,,,,Tres Pinos,,,,,,,,,,Los Álamos,8.0,82.0,8206.0,,,41.0,18464.0,REGIÓN DEL BIOBÍO,ARAUCO
