,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
7808,-23.82325,-70.31578,333.44,0.43,0.38,2022-02-27,540,1,nominal,2.0NRT,280.12,7.34,N
8010,-27.35633,-70.221,304.43,0.4,0.37,2022-02-27,542,1,nominal,2.0NRT,287.99,0.83,N
8011,-27.413220000000003,-70.26055,328.8,0.4,0.37,2022-02-27,542,1,nominal,2.0NRT,289.57,5.61,N
8012,-27.417270000000002,-70.25723,300.08,0.4,0.37,2022-02-27,542,1,nominal,2.0NRT,289.41,0.68,N
8024,-28.48153,-71.24911,305.4,0.41,0.37,2022-02-27,542,1,nominal,2.0NRT,289.4,1.16,N
8025,-32.801159999999996,-70.95264,336.43,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,290.12,5.25,N
8026,-32.76064,-71.47806,323.19,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,290.39,2.54,N
8027,-32.75993,-71.48225,300.21,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,289.35,0.75,N
8028,-32.78671,-71.48852,302.81,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,285.18,0.58,N
8029,-32.787420000000004,-71.48431,301.25,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,285.72,0.6,N
8030,-33.17538,-71.53544000000001,322.16,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,285.98,2.0,N
8031,-33.580490000000005,-70.86905,308.99,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,283.44,0.75,N
8032,-34.03249,-70.61358,299.6,0.38,0.36,2022-02-27,544,1,nominal,2.0NRT,286.74,0.54,N
8033,-34.10496,-70.45779,327.82,0.38,0.36,2022-02-27,544,1,nominal,2.0NRT,285.39,4.45,N
8034,-34.10561,-70.45364000000001,327.59,0.38,0.36,2022-02-27,544,1,nominal,2.0NRT,285.91,4.17,N
8039,-36.73747,-73.12276999999999,311.25,0.4,0.37,2022-02-27,544,1,nominal,2.0NRT,288.73,1.4,N
8040,-36.74419,-73.12454,325.5,0.4,0.37,2022-02-27,544,1,nominal,2.0NRT,288.57,1.99,N
8041,-36.74342,-73.12902,298.37,0.4,0.37,2022-02-27,544,1,nominal,2.0NRT,286.97,2.65,N
8042,-36.74756,-73.12545,302.52,0.4,0.37,2022-02-27,544,1,nominal,2.0NRT,286.22,1.99,N
8044,-37.57245,-72.00461999999999,333.85,0.38,0.36,2022-02-27,544,1,nominal,2.0NRT,288.34,9.8,N
8046,-37.51432,-72.65508,301.93,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,288.38,0.71,N
8047,-37.57593,-72.49252,297.18,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,283.69,0.39,N
8066,-38.083859999999994,-72.6155,327.46,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,285.23,2.33,N
8067,-38.108109999999996,-72.59441,320.76,0.39,0.36,2022-02-27,544,1,nominal,2.0NRT,283.26,1.71,N
