,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
22,-36.99876,-72.03052,304.24,2.09,1.41,2022-04-19,302,T,59,6.1NRT,276.88,30.08,N
23,-36.99987,-72.03591999999999,301.99,2.09,1.41,2022-04-19,302,T,46,6.1NRT,276.55,24.31,N
38,-17.491139999999998,-71.35509,310.88,1.11,1.05,2022-04-19,306,T,81,6.1NRT,288.24,14.74,N
95,-36.31901,-70.43932,301.4,2.23,1.45,2022-04-19,1405,T,26,6.1NRT,287.53,12.2,D
425,-27.419179999999997,-70.26274000000001,320.01,1.06,1.03,2022-04-19,1828,A,71,6.1NRT,306.36,8.08,D
439,-17.49006,-71.35609000000001,339.03,1.0,1.0,2022-04-19,1832,A,0,6.1NRT,310.51,23.98,D
662,-37.30149,-73.33179,304.75,1.05,1.02,2022-04-20,345,T,61,6.1NRT,281.64,9.98,N
663,-37.29229,-73.33405,305.38,1.05,1.02,2022-04-20,345,T,64,6.1NRT,281.37,10.36,N
851,-17.49142,-71.35609000000001,319.37,1.24,1.1,2022-04-20,1444,T,0,6.1NRT,301.58,8.07,D
966,-29.1271,-70.89027,313.81,1.0,1.0,2022-04-20,1446,T,73,6.1NRT,294.33,6.12,D
969,-32.75837,-71.46928,326.7,1.01,1.0,2022-04-20,1446,T,80,6.1NRT,295.06,21.24,D
970,-34.10838,-70.45206999999999,307.8,1.07,1.03,2022-04-20,1448,T,66,6.1NRT,292.09,6.46,D
972,-34.56941,-71.31538,305.89,1.03,1.01,2022-04-20,1448,T,57,6.1NRT,294.32,5.9,D
973,-35.94798,-71.57516,302.41,1.03,1.02,2022-04-20,1448,T,52,6.1NRT,285.77,4.43,D
974,-36.03983,-72.17721999999999,303.65,1.01,1.01,2022-04-20,1448,T,57,6.1NRT,292.88,4.65,D
975,-36.79215,-72.18533000000001,309.37,1.02,1.01,2022-04-20,1448,T,68,6.1NRT,289.47,9.52,D
976,-37.02541,-71.74853,305.98,1.04,1.02,2022-04-20,1448,T,63,6.1NRT,283.74,10.25,D
977,-37.02695,-71.73692,304.19,1.04,1.02,2022-04-20,1448,T,58,6.1NRT,282.6,9.23,D
978,-38.33607,-72.6376,302.0,1.02,1.01,2022-04-20,1448,T,50,6.1NRT,284.11,6.23,D
1630,-37.96288,-72.25105,300.72,1.29,1.13,2022-04-20,1908,A,11,6.1NRT,284.39,6.97,D
1631,-37.24775,-71.86511999999999,306.52,1.39,1.17,2022-04-20,1908,A,62,6.1NRT,290.31,10.92,D
1632,-37.23734,-71.86823000000001,310.73,1.39,1.17,2022-04-20,1908,A,70,6.1NRT,290.67,15.41,D
1633,-37.24181,-71.85625999999999,308.67,1.4,1.17,2022-04-20,1908,A,67,6.1NRT,290.24,13.7,D
1634,-37.24458,-71.87131,311.23,1.39,1.17,2022-04-20,1908,A,71,6.1NRT,290.69,15.92,D
1635,-37.49255,-73.56487,306.03,1.15,1.07,2022-04-20,1908,A,63,6.1NRT,285.71,10.17,D
1636,-37.48295,-73.56733,300.23,1.15,1.07,2022-04-20,1908,A,21,6.1NRT,286.4,5.47,D
1637,-37.33243,-72.94369,329.26,1.23,1.1,2022-04-20,1908,A,86,6.1NRT,287.03,39.63,D
1638,-37.355940000000004,-73.43085,322.32,1.17,1.08,2022-04-20,1908,A,82,6.1NRT,287.31,27.03,D
1639,-37.35818,-73.44374,314.58,1.17,1.08,2022-04-20,1908,A,75,6.1NRT,289.07,17.98,D
1640,-37.318490000000004,-73.27429000000001,303.61,1.19,1.09,2022-04-20,1908,A,57,6.1NRT,287.77,8.45,D
1641,-37.02797,-71.7467,333.19,1.43,1.18,2022-04-20,1908,A,88,6.1NRT,287.61,58.99,D
1642,-37.02288,-71.73725999999999,326.15,1.43,1.18,2022-04-20,1908,A,84,6.1NRT,284.35,44.23,D
1643,-37.02576,-71.75274,335.07,1.43,1.18,2022-04-20,1908,A,89,6.1NRT,288.4,63.4,D
1644,-36.98988,-72.12621,308.74,1.37,1.16,2022-04-20,1908,A,67,6.1NRT,293.12,11.46,D
1645,-36.89217,-71.89548,303.3,1.41,1.18,2022-04-20,1908,A,55,6.1NRT,292.85,5.76,D
1646,-36.92118,-72.0498,313.82,1.38,1.16,2022-04-20,1908,A,74,6.1NRT,292.35,16.5,D
1647,-36.92403,-72.06508000000001,318.38,1.38,1.16,2022-04-20,1908,A,78,6.1NRT,294.26,22.84,D
1648,-36.891020000000005,-72.20803000000001,308.28,1.36,1.15,2022-04-20,1908,A,67,6.1NRT,291.8,10.72,D
1649,-36.91299,-72.32786,305.91,1.34,1.15,2022-04-20,1908,A,55,6.1NRT,291.34,7.65,D
1650,-36.8091,-71.82658,302.78,1.43,1.18,2022-04-20,1908,A,43,6.1NRT,291.52,6.32,D
1651,-36.812059999999995,-71.84234000000001,318.32,1.42,1.18,2022-04-20,1908,A,78,6.1NRT,294.42,24.5,D
1652,-36.81965,-72.11701,321.98,1.38,1.16,2022-04-20,1908,A,81,6.1NRT,292.9,27.79,D
1653,-36.81194,-72.11003000000001,310.97,1.38,1.16,2022-04-20,1908,A,42,6.1NRT,292.31,11.64,D
1654,-36.67797,-71.94268000000001,308.67,1.42,1.18,2022-04-20,1908,A,67,6.1NRT,292.9,11.48,D
1655,-36.63469,-71.88898,306.66,1.43,1.18,2022-04-20,1908,A,64,6.1NRT,293.12,8.56,D
1656,-36.50331,-71.86739,306.69,1.44,1.19,2022-04-20,1908,A,64,6.1NRT,292.72,9.82,D
1657,-36.501459999999994,-71.87334,307.02,1.44,1.19,2022-04-20,1908,A,65,6.1NRT,293.49,9.75,D
1658,-36.55661,-72.23357,309.85,1.37,1.16,2022-04-20,1908,A,69,6.1NRT,295.8,11.12,D
1659,-36.546240000000004,-72.23648,329.32,1.37,1.16,2022-04-20,1908,A,86,6.1NRT,295.33,39.92,D
1660,-36.53867,-72.25465,333.28,1.37,1.16,2022-04-20,1908,A,88,6.1NRT,297.0,48.72,D
1661,-36.22828,-72.08836,347.45,1.42,1.18,2022-04-20,1908,A,95,6.1NRT,298.2,90.73,D
1662,-36.23117,-72.10394000000001,320.03,1.42,1.18,2022-04-20,1908,A,80,6.1NRT,297.58,25.22,D
1663,-35.84507,-71.53124,309.99,1.55,1.23,2022-04-20,1908,A,69,6.1NRT,293.52,14.64,D
1664,-35.8728,-71.85596,305.89,1.48,1.2,2022-04-20,1908,A,30,6.1NRT,294.44,6.26,D
1665,-35.86207,-71.85905,312.37,1.48,1.2,2022-04-20,1908,A,72,6.1NRT,295.41,14.9,D
