,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
5268,-34.10284,-70.45853000000001,303.73,1.03,1.02,2022-02-20,550,A,57,6.1NRT,284.08,9.28,N
5269,-34.1046,-70.44744,303.5,1.03,1.01,2022-02-20,550,A,55,6.1NRT,284.96,9.26,N
5270,-36.86502,-71.37661999999999,389.11,1.04,1.02,2022-02-20,552,A,100,6.1NRT,289.36,209.78,N
5271,-36.86684,-71.36527,336.39,1.04,1.02,2022-02-20,552,A,100,6.1NRT,279.37,44.99,N
5274,-38.13408,-72.83561,311.07,1.1,1.05,2022-02-20,552,A,82,6.1NRT,286.33,14.32,N
5275,-38.1362,-72.82304,311.87,1.1,1.05,2022-02-20,552,A,84,6.1NRT,285.75,15.35,N
5276,-38.11995,-72.97678,304.27,1.12,1.05,2022-02-20,552,A,59,6.1NRT,284.79,10.1,N
5277,-38.26526,-72.92307,323.99,1.11,1.05,2022-02-20,552,A,100,6.1NRT,285.4,28.14,N
5278,-38.26741,-72.91049,362.81,1.11,1.05,2022-02-20,552,A,100,6.1NRT,291.68,112.14,N
5279,-38.26961,-72.89765,311.99,1.11,1.05,2022-02-20,552,A,84,6.1NRT,286.23,15.46,N
5280,-38.27681,-72.91306,351.68,1.11,1.05,2022-02-20,552,A,100,6.1NRT,287.04,79.78,N
5281,-38.27892,-72.9007,318.87,1.11,1.05,2022-02-20,552,A,98,6.1NRT,285.09,22.09,N
5309,-23.81975,-70.31036,304.69,1.34,1.15,2022-02-20,548,A,61,6.1NRT,288.36,13.13,N
6128,-27.41116,-70.25726,322.37,1.55,1.23,2022-02-20,1507,T,68,6.1NRT,307.46,17.24,D
6129,-36.75743,-73.09879000000001,320.89,1.38,1.16,2022-02-20,1509,T,72,6.1NRT,296.9,17.67,D
6130,-37.480259999999994,-73.34491,306.99,1.37,1.16,2022-02-20,1509,T,35,6.1NRT,293.68,7.74,D
6131,-37.48195,-73.32932,307.92,1.37,1.16,2022-02-20,1509,T,46,6.1NRT,294.86,9.35,D
6132,-37.78006,-73.54424,315.43,1.35,1.15,2022-02-20,1509,T,76,6.1NRT,292.22,19.19,D
6133,-38.09984,-72.03584000000001,307.18,1.65,1.26,2022-02-20,1509,T,59,6.1NRT,290.16,18.42,D
6134,-38.738440000000004,-72.94700999999999,304.18,1.49,1.21,2022-02-20,1509,T,41,6.1NRT,290.03,6.62,D
