,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
1786,-38.42408,-72.5452,301.02,4.57,1.96,2022-02-09,245,T,36,6.1NRT,285.03,56.66,N
1787,-38.406079999999996,-72.5453,328.81,4.57,1.96,2022-02-09,245,T,100,6.1NRT,285.73,265.89,N
1788,-38.42579,-72.5523,302.93,4.57,1.96,2022-02-09,245,T,16,6.1NRT,285.21,61.58,N
1789,-38.407790000000006,-72.55275,329.39,4.57,1.96,2022-02-09,245,T,100,6.1NRT,285.94,267.52,N
1790,-38.27666,-72.34926,300.17,4.44,1.94,2022-02-09,245,T,20,6.1NRT,283.87,53.8,N
1791,-36.166059999999995,-72.29876999999999,309.28,4.25,1.91,2022-02-09,247,T,77,6.1NRT,292.25,72.46,N
1792,-36.16782,-72.34557,307.04,4.28,1.91,2022-02-09,247,T,70,6.1NRT,290.53,62.06,N
1793,-36.16486,-72.30327,311.83,4.25,1.91,2022-02-09,247,T,83,6.1NRT,292.14,88.51,N
1794,-36.16687,-72.34988,302.55,4.28,1.91,2022-02-09,247,T,50,6.1NRT,290.29,40.58,N
1795,-35.84385,-72.24367,302.64,4.19,1.9,2022-02-09,247,T,48,6.1NRT,292.12,37.65,N
1796,-35.84584,-72.29155,306.3,4.22,1.9,2022-02-09,247,T,68,6.1NRT,291.51,54.64,N
1797,-35.842220000000005,-72.24876,304.9,4.19,1.9,2022-02-09,247,T,6,6.1NRT,292.28,44.71,N
1954,-38.43266,-72.55063,300.5,3.28,1.71,2022-02-09,423,T,14,6.1NRT,283.09,34.27,N
1955,-38.41758,-72.55633,305.57,3.28,1.71,2022-02-09,423,T,57,6.1NRT,285.01,50.96,N
1956,-38.40272,-72.56291999999999,322.42,3.28,1.71,2022-02-09,423,T,100,6.1NRT,284.11,124.46,N
1957,-38.42988,-72.67145,303.01,3.23,1.7,2022-02-09,423,T,53,6.1NRT,284.45,39.04,N
1958,-38.42302,-72.56068,312.18,3.28,1.71,2022-02-09,423,T,79,6.1NRT,284.84,74.35,N
1959,-38.3993,-72.53106,306.7,3.3,1.72,2022-02-09,423,T,69,6.1NRT,283.19,60.25,N
1960,-38.40817,-72.56733,321.55,3.28,1.71,2022-02-09,423,T,100,6.1NRT,284.55,125.3,N
1961,-38.43475,-72.67631999999999,303.55,3.23,1.7,2022-02-09,423,T,56,6.1NRT,284.55,43.5,N
1962,-35.85005,-72.25468000000001,305.73,4.03,1.86,2022-02-09,423,T,36,6.1NRT,291.12,53.16,N
1963,-35.847429999999996,-72.26281,310.67,4.03,1.86,2022-02-09,423,T,72,6.1NRT,291.28,78.84,N
2042,-23.8203,-70.31667,302.41,1.02,1.01,2022-02-09,607,A,49,6.1NRT,285.82,8.21,N
2043,-34.10422,-70.45702,301.17,1.22,1.1,2022-02-09,609,A,38,6.1NRT,286.59,9.06,N
2044,-35.82301,-72.25095,312.22,1.08,1.04,2022-02-09,609,A,47,6.1NRT,292.55,11.31,N
2045,-35.832390000000004,-72.25275,314.61,1.08,1.04,2022-02-09,609,A,90,6.1NRT,293.06,13.52,N
2046,-35.84024,-72.26645,309.78,1.08,1.04,2022-02-09,609,A,33,6.1NRT,292.82,8.98,N
2047,-35.84179,-72.25444,320.78,1.08,1.04,2022-02-09,609,A,100,6.1NRT,293.58,19.22,N
2048,-35.84961,-72.26828,314.47,1.08,1.04,2022-02-09,609,A,49,6.1NRT,293.71,12.64,N
2049,-35.85117,-72.25628,320.68,1.08,1.04,2022-02-09,609,A,95,6.1NRT,293.06,18.71,N
2050,-36.15379,-72.30189,307.93,1.08,1.04,2022-02-09,609,A,73,6.1NRT,292.83,8.55,N
2051,-36.161640000000006,-72.3158,325.9,1.08,1.04,2022-02-09,609,A,100,6.1NRT,293.03,25.92,N
2052,-36.16318,-72.30373,349.15,1.08,1.04,2022-02-09,609,A,100,6.1NRT,295.59,67.27,N
2053,-36.171009999999995,-72.31775,313.03,1.08,1.04,2022-02-09,609,A,86,6.1NRT,292.56,12.36,N
2054,-36.17255,-72.30572,310.25,1.08,1.04,2022-02-09,609,A,80,6.1NRT,292.59,10.15,N
2055,-36.17411,-72.29355,302.6,1.09,1.04,2022-02-09,609,A,14,6.1NRT,292.32,4.67,N
2056,-38.397420000000004,-72.54337,312.25,1.11,1.05,2022-02-09,609,A,84,6.1NRT,284.13,16.44,N
2057,-38.39963,-72.55086999999999,337.5,1.11,1.05,2022-02-09,609,A,100,6.1NRT,285.94,47.97,N
2058,-38.4012,-72.53806999999999,328.96,1.11,1.05,2022-02-09,609,A,89,6.1NRT,284.6,34.25,N
2059,-38.322390000000006,-73.23783,305.44,1.06,1.03,2022-02-09,609,A,64,6.1NRT,281.99,9.99,N
2060,-38.40916,-72.55266,350.3,1.11,1.05,2022-02-09,609,A,100,6.1NRT,287.84,76.16,N
2061,-38.418690000000005,-72.55443000000001,306.59,1.11,1.05,2022-02-09,609,A,25,6.1NRT,284.98,10.65,N
2062,-38.42821,-72.55639000000001,322.19,1.11,1.05,2022-02-09,609,A,94,6.1NRT,284.22,25.38,N
2063,-38.4234,-72.67288,321.95,1.1,1.05,2022-02-09,609,A,100,6.1NRT,284.27,24.86,N
2064,-38.42501,-72.6601,329.94,1.1,1.05,2022-02-09,609,A,100,6.1NRT,286.29,35.56,N
2065,-38.508829999999996,-72.95396,341.31,1.08,1.04,2022-02-09,609,A,100,6.1NRT,287.79,54.12,N
2066,-38.51044,-72.94143000000001,307.1,1.08,1.04,2022-02-09,609,A,70,6.1NRT,284.47,11.21,N
