,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
3482,-41.44942,-71.6973,307.02,1.06,1.03,2022-02-15,346,T,70,6.1NRT,283.45,11.04,N
3483,-38.202659999999995,-72.51231,301.95,1.08,1.04,2022-02-15,346,T,45,6.1NRT,287.81,7.21,N
3484,-38.077259999999995,-71.93199,312.89,1.13,1.06,2022-02-15,346,T,77,6.1NRT,291.1,14.55,N
3485,-38.075109999999995,-71.93848,313.43,1.13,1.06,2022-02-15,346,T,87,6.1NRT,291.06,15.22,N
3486,-38.13285,-72.29120999999999,300.04,1.1,1.05,2022-02-15,346,T,5,6.1NRT,285.76,6.27,N
3487,-38.067840000000004,-71.95456999999999,300.68,1.13,1.06,2022-02-15,346,T,29,6.1NRT,288.98,5.9,N
3488,-38.10103,-72.15608,307.56,1.11,1.05,2022-02-15,346,T,32,6.1NRT,288.34,10.21,N
3489,-38.12348,-72.29375,302.19,1.1,1.05,2022-02-15,346,T,47,6.1NRT,285.69,7.79,N
3490,-38.07277,-72.16364,307.77,1.11,1.05,2022-02-15,346,T,55,6.1NRT,288.41,10.48,N
3491,-37.86071,-72.29751999999999,300.88,1.1,1.05,2022-02-15,346,T,31,6.1NRT,288.75,5.52,N
3492,-37.862770000000005,-72.30999,302.61,1.1,1.05,2022-02-15,346,T,50,6.1NRT,288.36,6.62,N
3493,-37.85758,-72.3047,309.01,1.1,1.05,2022-02-15,346,T,76,6.1NRT,288.88,11.89,N
3494,-37.739340000000006,-72.12563,302.39,1.12,1.06,2022-02-15,346,T,49,6.1NRT,287.17,7.58,N
3502,-34.10772,-70.45243,304.85,1.56,1.23,2022-02-15,346,T,62,6.1NRT,287.73,16.44,N
3503,-34.10814,-70.45768000000001,307.46,1.56,1.23,2022-02-15,346,T,71,6.1NRT,287.65,18.48,N
3570,-38.07127,-71.93421,308.07,1.65,1.26,2022-02-15,533,A,29,6.1NRT,288.7,18.44,N
3571,-38.06707,-71.93961,306.28,1.65,1.26,2022-02-15,533,A,67,6.1NRT,288.58,17.99,N
3572,-38.07059,-71.92244000000001,305.34,1.65,1.26,2022-02-15,533,A,64,6.1NRT,288.17,16.35,N
3873,-34.10946,-70.46373,320.91,1.07,1.03,2022-02-15,1448,T,64,6.1NRT,308.63,7.93,D
3874,-34.11095,-70.45229,330.37,1.07,1.03,2022-02-15,1448,T,82,6.1NRT,308.42,20.24,D
3875,-37.955009999999994,-72.43026,311.21,1.02,1.01,2022-02-15,1450,T,55,6.1NRT,298.61,5.36,D
3876,-38.05032,-71.93204,309.06,1.04,1.02,2022-02-15,1450,T,21,6.1NRT,293.67,6.95,D
3877,-38.067009999999996,-71.94868000000001,327.93,1.04,1.02,2022-02-15,1450,T,82,6.1NRT,297.02,25.69,D
3878,-38.101279999999996,-72.1673,308.23,1.03,1.01,2022-02-15,1450,T,32,6.1NRT,291.35,6.83,D
3879,-38.10285,-72.1556,343.01,1.03,1.01,2022-02-15,1450,T,92,6.1NRT,293.79,49.37,D
3880,-38.104420000000005,-72.14388000000001,325.02,1.03,1.01,2022-02-15,1450,T,80,6.1NRT,292.76,22.1,D
3881,-38.131159999999994,-72.29418000000001,319.26,1.02,1.01,2022-02-15,1450,T,74,6.1NRT,302.14,10.57,D
3882,-38.14029,-72.2961,369.16,1.02,1.01,2022-02-15,1450,T,100,6.1NRT,303.58,109.71,D
3883,-38.141890000000004,-72.28442,354.37,1.03,1.01,2022-02-15,1450,T,97,6.1NRT,303.64,66.93,D
3884,-41.45794,-71.69501,318.05,1.12,1.06,2022-02-15,1452,T,63,6.1NRT,289.55,17.45,D
