Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
46689,-32.76023,-71.47901999999998,324.94,0.51,0.66,2022-01-10,453,N,nominal,2.0NRT,284.4,2.66,N
46690,-34.10661,-70.46042,314.69,0.42,0.61,2022-01-10,453,N,nominal,2.0NRT,282.89,2.61,N
46691,-34.10784,-70.45573,317.81,0.42,0.61,2022-01-10,453,N,nominal,2.0NRT,282.01,2.61,N
46692,-34.102990000000005,-70.45354,298.81,0.42,0.61,2022-01-10,453,N,nominal,2.0NRT,282.93,1.85,N
46693,-34.10815,-70.45703,329.99,0.42,0.61,2022-01-10,453,N,nominal,2.0NRT,281.85,1.85,N
46697,-36.74385,-73.12897,298.4,0.49,0.65,2022-01-10,455,N,nominal,2.0NRT,287.09,1.07,N
46717,-39.35839,-71.58697,347.7,0.35,0.57,2022-01-10,455,N,nominal,2.0NRT,286.02,3.56,N
46718,-39.35743,-71.5906,319.5,0.35,0.57,2022-01-10,455,N,nominal,2.0NRT,286.04,3.56,N
46719,-39.35577,-71.58792,324.88,0.35,0.57,2022-01-10,455,N,nominal,2.0NRT,286.06,1.78,N
46720,-39.36115,-71.58918,351.28,0.35,0.57,2022-01-10,455,N,nominal,2.0NRT,286.29,4.39,N
47586,-23.82373,-70.31674,325.41,0.38,0.59,2022-01-10,631,N,nominal,2.0NRT,287.98,2.04,N
47587,-23.8241,-70.31277,310.57,0.38,0.59,2022-01-10,631,N,nominal,2.0NRT,284.61,2.04,N
47588,-23.82297,-70.31454000000001,334.69,0.38,0.59,2022-01-10,631,N,nominal,2.0NRT,288.38,3.58,N
47589,-23.82263,-70.31855,302.52,0.38,0.59,2022-01-10,631,N,nominal,2.0NRT,285.76,2.77,N
47591,-32.75832,-71.47791,327.79,0.4,0.6,2022-01-10,633,N,nominal,2.0NRT,285.42,3.09,N
47592,-32.75861,-71.47348000000002,323.03,0.4,0.6,2022-01-10,633,N,nominal,2.0NRT,283.02,3.09,N
47593,-32.80436,-70.95226,302.28,0.43,0.62,2022-01-10,633,N,nominal,2.0NRT,284.49,1.28,N
47594,-32.76054,-71.47507,348.92,0.4,0.6,2022-01-10,633,N,nominal,2.0NRT,285.04,4.4,N
47595,-32.76027,-71.47945,296.1,0.4,0.6,2022-01-10,633,N,nominal,2.0NRT,285.8,3.89,N
47596,-34.102270000000004,-70.45827,322.57,0.47,0.64,2022-01-10,633,N,nominal,2.0NRT,284.69,7.25,N
47597,-34.10838,-70.45721,367.0,0.47,0.64,2022-01-10,633,N,high,2.0NRT,285.49,7.25,N
47598,-34.10864,-70.45206,308.2,0.47,0.64,2022-01-10,633,N,nominal,2.0NRT,284.48,7.67,N
47599,-36.73913,-73.12138,304.24,0.35,0.57,2022-01-10,635,N,nominal,2.0NRT,287.35,0.8,N
47600,-36.74421,-73.12586999999998,316.23,0.35,0.57,2022-01-10,635,N,nominal,2.0NRT,287.56,1.12,N
47601,-36.74713,-73.12640999999998,317.17,0.35,0.57,2022-01-10,635,N,nominal,2.0NRT,287.31,1.44,N
