Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33175,-34.10626,-70.45689,341.45,0.61,0.71,2021-12-31,442,N,nominal,2.0NRT,287.68,9.39,N
33195,-38.24707,-73.34864,341.57,0.65,0.73,2021-12-31,444,N,nominal,2.0NRT,281.12,5.45,N
33196,-41.16837,-71.35203,310.91,0.44,0.62,2021-12-31,444,N,nominal,2.0NRT,276.93,0.64,N
33197,-41.17385,-71.35493000000002,295.53,0.44,0.62,2021-12-31,444,N,nominal,2.0NRT,278.34,0.83,N
33198,-47.41182,-71.98685,337.9,0.62,0.54,2021-12-31,446,N,nominal,2.0NRT,281.97,9.58,N
33203,-23.78557,-70.31806999999999,299.16,0.49,0.48,2021-12-31,620,N,nominal,2.0NRT,286.59,1.24,N
33204,-23.82208,-70.31866,306.78,0.49,0.48,2021-12-31,620,N,nominal,2.0NRT,287.49,1.55,N
33205,-23.82262,-70.31368,309.08,0.49,0.48,2021-12-31,620,N,nominal,2.0NRT,286.29,1.55,N
33206,-27.41115,-70.26175,299.69,0.54,0.51,2021-12-31,620,N,nominal,2.0NRT,286.86,0.89,N
33207,-27.41589,-70.26235,297.24,0.54,0.51,2021-12-31,620,N,nominal,2.0NRT,286.14,0.9,N
33210,-28.48166,-71.24942,300.98,0.49,0.48,2021-12-31,620,N,nominal,2.0NRT,288.97,1.08,N
33215,-32.801520000000004,-70.9537,309.97,0.56,0.52,2021-12-31,622,N,nominal,2.0NRT,287.97,1.65,N
33216,-32.75956,-71.48003,310.89,0.53,0.5,2021-12-31,622,N,nominal,2.0NRT,287.84,1.76,N
33217,-32.76008,-71.47426999999998,302.83,0.53,0.5,2021-12-31,622,N,nominal,2.0NRT,283.88,1.76,N
33218,-33.29421,-70.72527,298.97,0.59,0.53,2021-12-31,622,N,nominal,2.0NRT,288.63,1.87,N
33219,-33.62056,-71.26429,295.77,0.55,0.51,2021-12-31,622,N,nominal,2.0NRT,284.35,1.01,N
33220,-34.103840000000005,-70.46013,338.02,0.62,0.54,2021-12-31,622,N,nominal,2.0NRT,287.65,4.48,N
33221,-34.10436,-70.4534,298.23,0.62,0.54,2021-12-31,622,N,nominal,2.0NRT,286.34,4.29,N
33222,-34.108940000000004,-70.46002,307.86,0.62,0.54,2021-12-31,622,N,nominal,2.0NRT,286.18,4.48,N
33223,-36.74408,-73.12944,345.53,0.47,0.48,2021-12-31,622,N,nominal,2.0NRT,284.73,7.17,N
33224,-36.74456,-73.12411999999998,301.21,0.47,0.48,2021-12-31,622,N,nominal,2.0NRT,283.83,1.36,N
33225,-36.74854000000001,-73.13009,311.26,0.47,0.48,2021-12-31,622,N,nominal,2.0NRT,283.86,2.2,N
33226,-37.2069,-73.22788,295.36,0.47,0.48,2021-12-31,622,N,nominal,2.0NRT,285.3,1.16,N
33240,-38.22656,-73.23009,302.23,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,280.16,1.02,N
33241,-38.22744,-73.23059,303.56,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,280.12,1.21,N
33242,-38.245,-73.34834000000002,316.2,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,281.58,4.1,N
33243,-38.24945,-73.34957,330.87,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,278.42,4.1,N
33244,-38.24992,-73.34395,338.88,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,280.88,4.1,N
33245,-38.26037,-73.21969,310.58,0.48,0.48,2021-12-31,624,N,nominal,2.0NRT,279.91,1.65,N
33246,-38.40426,-73.14483,296.88,0.49,0.49,2021-12-31,624,N,nominal,2.0NRT,278.39,0.91,N
33542,-41.4784,-71.70170999999998,306.01,0.62,0.54,2021-12-31,624,N,nominal,2.0NRT,278.5,2.71,N
33690,-17.20486,-70.89782,310.12,0.56,0.43,2021-12-31,618,N,nominal,2.0NRT,284.63,1.46,N
33693,-17.489929999999998,-71.35606,320.68,0.53,0.42,2021-12-31,618,N,nominal,2.0NRT,288.97,2.77,N
33694,-17.48931,-71.36073,305.26,0.53,0.42,2021-12-31,618,N,nominal,2.0NRT,286.06,2.92,N
33695,-17.49382,-71.35664,328.18,0.53,0.42,2021-12-31,618,N,nominal,2.0NRT,285.24,2.77,N
33696,-17.49319,-71.36131,309.63,0.53,0.42,2021-12-31,618,N,nominal,2.0NRT,282.74,2.92,N
