Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
39525,-23.81902,-70.32153000000001,317.72,0.61,0.71,2022-01-07,455,1,nominal,2.0NRT,286.74,3.53,N
39526,-23.82046,-70.31581,295.63,0.61,0.71,2022-01-07,455,1,nominal,2.0NRT,285.31,2.56,N
39863,-32.801590000000004,-70.95711,313.75,0.41,0.61,2022-01-07,457,1,nominal,2.0NRT,288.93,2.34,N
39864,-33.29233,-70.72847,310.08,0.39,0.59,2022-01-07,457,1,nominal,2.0NRT,290.24,1.75,N
39865,-33.350359999999995,-70.79805999999998,338.88,0.39,0.59,2022-01-07,457,1,nominal,2.0NRT,288.25,3.15,N
39866,-34.10484,-70.45577,350.59,0.36,0.57,2022-01-07,457,1,nominal,2.0NRT,291.28,4.02,N
39867,-34.10386,-70.45962,311.07,0.36,0.57,2022-01-07,457,1,nominal,2.0NRT,287.82,4.02,N
39871,-36.86314,-71.38493000000003,344.52,0.34,0.56,2022-01-07,459,1,nominal,2.0NRT,292.69,4.64,N
39928,-23.82203,-70.32029,332.05,0.48,0.64,2022-01-07,635,1,nominal,2.0NRT,287.45,3.2,N
39929,-23.82244,-70.31535,307.48,0.48,0.64,2022-01-07,635,1,nominal,2.0NRT,285.53,3.2,N
39930,-33.35233,-70.8029,297.34,0.54,0.68,2022-01-07,639,1,nominal,2.0NRT,285.77,1.76,N
39931,-33.35263,-70.797,310.06,0.54,0.68,2022-01-07,639,1,nominal,2.0NRT,286.78,2.26,N
39932,-33.348890000000004,-70.7972,305.7,0.54,0.68,2022-01-07,639,1,nominal,2.0NRT,287.07,1.39,N
39933,-33.35521,-70.79758000000002,303.77,0.54,0.68,2022-01-07,639,1,nominal,2.0NRT,286.76,1.39,N
39934,-34.1036,-70.46137,328.18,0.57,0.69,2022-01-07,639,1,nominal,2.0NRT,286.51,3.18,N
39935,-34.10385,-70.45563,297.76,0.58,0.69,2022-01-07,639,1,nominal,2.0NRT,286.14,3.18,N
39936,-34.10406,-70.46263,307.1,0.58,0.69,2022-01-07,639,1,nominal,2.0NRT,285.51,3.96,N
39937,-34.10428,-70.45694,318.95,0.58,0.69,2022-01-07,639,1,nominal,2.0NRT,286.87,5.35,N
39938,-36.73803,-73.12597,297.53,0.42,0.61,2022-01-07,639,1,nominal,2.0NRT,287.4,0.79,N
39939,-36.73828,-73.12128,307.87,0.42,0.61,2022-01-07,639,1,nominal,2.0NRT,287.86,0.79,N
39940,-36.7435,-73.1312,303.86,0.42,0.61,2022-01-07,639,1,nominal,2.0NRT,286.64,1.4,N
39941,-36.74376,-73.12646,306.43,0.42,0.61,2022-01-07,639,1,nominal,2.0NRT,288.24,1.52,N
39942,-36.86773,-71.37902,295.85,0.53,0.67,2022-01-07,639,1,nominal,2.0NRT,273.01,2.09,N
39943,-36.86795,-71.37357,303.25,0.54,0.67,2022-01-07,639,1,nominal,2.0NRT,277.41,1.94,N
39944,-36.785,-73.12656,298.88,0.42,0.61,2022-01-07,639,1,nominal,2.0NRT,287.27,0.96,N
39945,-36.86491,-71.37093,309.7,0.54,0.68,2022-01-07,639,1,nominal,2.0NRT,280.75,3.42,N
40048,-17.49205,-71.36216999999998,303.53,0.34,0.56,2022-01-07,633,1,nominal,2.0NRT,263.72,1.2,N
40049,-17.492379999999994,-71.3593,317.95,0.34,0.56,2022-01-07,633,1,nominal,2.0NRT,264.29,1.2,N
