Unnamed: 0,latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
41425,-34.10098,-70.45945,326.04,0.64,0.72,2022-01-08,440,1,nominal,2.0NRT,287.12,3.42,N
41426,-34.10288,-70.45306,299.6,0.64,0.72,2022-01-08,440,1,nominal,2.0NRT,288.51,3.42,N
41432,-35.81973,-72.43692,312.46,0.72,0.76,2022-01-08,440,1,nominal,2.0NRT,291.49,2.05,N
41433,-35.82247,-72.42827,309.12,0.72,0.76,2022-01-08,440,1,nominal,2.0NRT,291.61,2.05,N
41451,-37.8064,-73.2978,305.16,0.7,0.75,2022-01-08,442,1,nominal,2.0NRT,285.04,1.18,N
41452,-37.80898,-73.28985,297.72,0.7,0.75,2022-01-08,442,1,nominal,2.0NRT,285.55,1.18,N
41461,-33.29235,-70.73145,312.95,0.57,0.52,2022-01-08,620,1,nominal,2.0NRT,289.88,1.98,N
41462,-33.29719,-70.732,308.12,0.57,0.52,2022-01-08,620,1,nominal,2.0NRT,289.4,1.98,N
41463,-33.29554,-70.73222,313.17,0.58,0.52,2022-01-08,620,1,nominal,2.0NRT,289.74,2.55,N
41464,-33.29605,-70.726,301.74,0.58,0.52,2022-01-08,620,1,nominal,2.0NRT,289.74,1.73,N
41465,-34.10307,-70.46037,339.16,0.61,0.53,2022-01-08,620,1,nominal,2.0NRT,288.77,7.46,N
41466,-34.10808,-70.46016999999998,326.9,0.61,0.53,2022-01-08,620,1,nominal,2.0NRT,288.56,7.46,N
41467,-35.82883,-72.43085,337.98,0.49,0.49,2022-01-08,620,1,nominal,2.0NRT,295.17,20.86,N
41468,-35.82932,-72.42532,328.57,0.49,0.49,2022-01-08,620,1,nominal,2.0NRT,293.69,16.13,N
41469,-36.71947,-72.27856,309.56,0.51,0.49,2022-01-08,622,1,nominal,2.0NRT,289.69,1.31,N
41470,-36.86462,-71.37346,296.15,0.58,0.52,2022-01-08,622,1,nominal,2.0NRT,283.02,0.99,N
41471,-36.74586,-73.12671999999998,310.76,0.46,0.47,2022-01-08,622,1,nominal,2.0NRT,289.44,1.61,N
41533,-17.48913,-71.35788000000002,295.9,0.52,0.41,2022-01-08,616,1,nominal,2.0NRT,269.87,2.03,N
41534,-17.492929999999998,-71.35845,323.28,0.52,0.41,2022-01-08,616,1,nominal,2.0NRT,270.19,2.03,N
41535,-17.4919,-71.36059,327.73,0.52,0.41,2022-01-08,616,1,nominal,2.0NRT,268.16,4.86,N
41543,-23.78225,-70.32159,304.69,0.47,0.48,2022-01-08,618,1,nominal,2.0NRT,284.49,0.81,N
41544,-23.82295,-70.31818,330.75,0.47,0.48,2022-01-08,618,1,nominal,2.0NRT,286.07,3.68,N
42567,-27.12613,-109.28293,308.99,0.4,0.44,2022-01-08,800,1,nominal,2.0NRT,286.87,0.74,N
42568,-27.12692,-109.27901,307.7,0.4,0.44,2022-01-08,800,1,nominal,2.0NRT,288.84,1.45,N
