,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
390,-34.10641,-70.46068000000001,303.07,2.41,1.5,2022-01-12,401,T,53,6.1NRT,287.67,24.81,N
391,-41.49351,-71.6399,305.09,1.39,1.17,2022-01-12,359,T,63,6.1NRT,289.62,13.12,N
392,-41.4693,-71.68708000000001,302.18,1.39,1.17,2022-01-12,359,T,47,6.1NRT,287.31,10.44,N
410,-32.79631,-70.94894000000001,302.36,1.23,1.1,2022-01-12,544,A,49,6.1NRT,288.07,8.42,N
411,-34.10487,-70.45673000000001,308.16,1.12,1.06,2022-01-12,544,A,74,6.1NRT,288.38,12.03,N
412,-38.16333,-72.41724,308.87,1.19,1.08,2022-01-12,546,A,52,6.1NRT,285.38,13.21,N
413,-38.17302,-72.4201,306.76,1.19,1.08,2022-01-12,546,A,31,6.1NRT,285.87,11.57,N
414,-38.174609999999994,-72.41336,303.88,1.19,1.08,2022-01-12,546,A,57,6.1NRT,285.4,10.85,N
415,-41.462109999999996,-71.68996,302.7,1.04,1.02,2022-01-12,546,A,51,6.1NRT,287.63,7.89,N
626,-41.39821,-73.46169,308.55,1.26,1.12,2022-01-12,1505,T,51,6.1NRT,297.81,5.67,D
627,-45.581759999999996,-72.05587,309.07,1.67,1.27,2022-01-12,1507,T,37,6.1NRT,294.79,11.24,D
636,-27.41912,-70.26568,324.9,1.25,1.11,2022-01-12,1501,T,69,6.1NRT,307.06,11.47,D
637,-27.420659999999998,-70.25326,323.77,1.25,1.11,2022-01-12,1501,T,59,6.1NRT,306.59,10.01,D
638,-27.41915,-70.25936999999999,328.81,1.25,1.11,2022-01-12,1501,T,73,6.1NRT,307.25,17.43,D
643,-37.09035,-72.43133,317.02,1.26,1.11,2022-01-12,1503,T,35,6.1NRT,304.29,8.17,D
644,-37.48174,-73.33484,313.99,1.16,1.07,2022-01-12,1503,T,38,6.1NRT,299.45,9.2,D
645,-37.71847,-72.23958,316.88,1.31,1.13,2022-01-12,1503,T,36,6.1NRT,303.35,8.29,D
646,-37.62721,-73.46183,313.2,1.15,1.07,2022-01-12,1503,T,34,6.1NRT,300.2,9.34,D
647,-37.62862,-73.46858,310.15,1.15,1.07,2022-01-12,1503,T,39,6.1NRT,299.32,8.22,D
648,-37.630179999999996,-73.45544,311.29,1.15,1.07,2022-01-12,1503,T,59,6.1NRT,300.02,9.03,D
649,-39.86253,-72.80444,311.24,1.3,1.13,2022-01-12,1503,T,37,6.1NRT,300.42,8.93,D
650,-41.39713,-72.91105,309.19,1.34,1.15,2022-01-12,1503,T,17,6.1NRT,295.88,6.96,D
2875,-41.53628,-71.43866,389.67,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,296.88,560.06,D
2876,-41.541140000000006,-71.46061,441.12,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,315.48,1744.48,D
2877,-41.54652,-71.48496,390.55,2.08,1.4,2022-01-12,1923,A,100,6.1NRT,312.42,565.04,D
2878,-41.52922,-71.46741,391.84,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,305.89,587.1,D
2879,-41.53477,-71.49248,360.96,2.08,1.4,2022-01-12,1923,A,100,6.1NRT,303.61,237.01,D
2880,-41.47056,-71.68356999999999,326.89,2.04,1.39,2022-01-12,1923,A,69,6.1NRT,298.51,50.88,D
2881,-41.47429,-71.70043000000001,342.1,2.03,1.39,2022-01-12,1923,A,77,6.1NRT,302.69,116.03,D
2907,-34.10719,-70.45817,311.12,1.57,1.23,2022-01-13,306,T,82,6.1NRT,289.65,22.83,N
2908,-34.10787,-70.46396999999999,305.45,1.57,1.23,2022-01-13,306,T,64,6.1NRT,289.39,15.2,N
3032,-41.54741,-71.43794,346.6,2.21,1.44,2022-01-13,304,T,100,6.1NRT,294.93,179.09,N
3033,-41.54952,-71.46844,331.95,2.22,1.44,2022-01-13,304,T,100,6.1NRT,292.62,103.11,N
3034,-41.53419,-71.43867,309.47,2.21,1.44,2022-01-13,304,T,39,6.1NRT,288.96,32.79,N
3035,-41.53622,-71.46837,333.43,2.22,1.44,2022-01-13,304,T,100,6.1NRT,293.31,111.8,N
3036,-41.538070000000005,-71.49564000000001,306.05,2.23,1.45,2022-01-13,304,T,19,6.1NRT,287.96,24.28,N
