,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
18,-23.82634,-70.31411999999999,304.3,1.41,1.18,2022-01-06,302,T,59,6.1NRT,287.45,13.41,N
19,-23.8221,-70.32092,301.36,1.41,1.18,2022-01-06,302,T,40,6.1NRT,286.96,11.26,N
207,-17.48667,-71.35087,303.88,1.07,1.03,2022-01-06,616,A,57,6.1NRT,286.74,8.24,N
282,-32.80066,-70.94418,303.18,1.68,1.28,2022-01-06,622,A,54,6.1NRT,286.86,16.39,N
1018,-38.69565,-72.54248,317.81,1.9,1.35,2022-01-06,1823,A,43,6.1NRT,304.46,21.32,D
1019,-37.320240000000005,-72.57674,322.25,1.84,1.33,2022-01-06,1823,A,55,6.1NRT,308.83,19.28,D
1911,-33.4353,-70.79823,329.58,1.3,1.13,2022-01-06,1825,A,59,6.1NRT,312.43,8.04,D
2079,-36.86954,-71.3829,300.8,1.08,1.04,2022-01-07,342,T,34,6.1NRT,278.02,9.14,N
2080,-34.11087,-70.45826,319.1,1.28,1.12,2022-01-07,342,T,98,6.1NRT,288.24,26.6,N
2081,-34.1013,-70.45302,310.89,1.28,1.12,2022-01-07,342,T,81,6.1NRT,287.09,17.51,N
2082,-34.103559999999995,-70.46606,305.62,1.28,1.12,2022-01-07,342,T,65,6.1NRT,287.23,12.14,N
2182,-37.24641,-73.31485,315.13,1.04,1.02,2022-01-07,1444,T,52,6.1NRT,302.77,7.93,D
2183,-37.71835,-72.24208,315.13,1.0,1.0,2022-01-07,1444,T,40,6.1NRT,301.64,4.84,D
2184,-37.95663,-72.43463,314.7,1.0,1.0,2022-01-07,1444,T,23,6.1NRT,302.35,5.71,D
2185,-38.45237,-71.36834,315.14,1.01,1.0,2022-01-07,1444,T,15,6.1NRT,303.7,7.75,D
2186,-38.76576,-72.75725,313.94,1.01,1.0,2022-01-07,1444,T,54,6.1NRT,301.3,4.3,D
2187,-38.98604,-72.64357,315.64,1.0,1.0,2022-01-07,1446,T,51,6.1NRT,302.5,5.63,D
2188,-39.36605,-72.62278,311.48,1.0,1.0,2022-01-07,1446,T,44,6.1NRT,299.85,5.89,D
2189,-39.54124,-72.50324,309.57,1.0,1.0,2022-01-07,1446,T,40,6.1NRT,299.12,4.81,D
2190,-39.53785,-72.95538,311.26,1.01,1.0,2022-01-07,1446,T,49,6.1NRT,299.57,5.61,D
2191,-39.8657,-72.80116,308.71,1.0,1.0,2022-01-07,1446,T,45,6.1NRT,298.0,4.66,D
2192,-40.34134,-72.94484,310.94,1.0,1.0,2022-01-07,1446,T,33,6.1NRT,297.62,4.26,D
2193,-40.908809999999995,-73.16289,312.79,1.0,1.0,2022-01-07,1446,T,58,6.1NRT,300.77,4.79,D
2194,-41.39842,-73.46353,309.44,1.0,1.0,2022-01-07,1446,T,49,6.1NRT,298.64,4.04,D
2195,-41.88702,-72.57899,314.14,1.0,1.0,2022-01-07,1446,T,65,6.1NRT,303.37,11.16,D
2196,-42.466770000000004,-73.78543,311.61,1.0,1.0,2022-01-07,1446,T,30,6.1NRT,298.56,5.35,D
2197,-42.4686,-73.77328,312.67,1.0,1.0,2022-01-07,1446,T,0,6.1NRT,299.01,5.24,D
2361,-17.49616,-71.34883,328.62,1.56,1.23,2022-01-07,1439,T,0,6.1NRT,302.62,19.34,D
2422,-32.807359999999996,-70.95334,323.43,1.01,1.0,2022-01-07,1444,T,60,6.1NRT,308.34,8.13,D
3046,-41.39697,-72.90458000000001,312.59,1.09,1.04,2022-01-07,1906,A,18,6.1NRT,299.5,5.36,D
3047,-39.540859999999995,-72.95643000000001,317.65,1.14,1.06,2022-01-07,1906,A,65,6.1NRT,306.65,8.47,D
3048,-34.1143,-70.45340999999999,328.6,1.95,1.36,2022-01-07,1908,A,58,6.1NRT,313.27,19.26,D
3186,-34.10107,-70.46106999999999,303.8,1.24,1.11,2022-01-08,609,A,57,6.1NRT,287.76,10.46,N
3187,-34.10268,-70.44753,307.8,1.25,1.11,2022-01-08,609,A,73,6.1NRT,288.43,14.08,N
3529,-35.828590000000005,-72.42839000000001,331.84,1.08,1.04,2022-01-08,609,A,100,6.1NRT,292.21,35.27,N
3530,-35.83017,-72.41617,316.43,1.08,1.04,2022-01-08,609,A,93,6.1NRT,292.18,16.56,N
4346,-37.47115,-72.37035999999999,316.12,2.99,1.64,2022-01-08,1528,T,36,6.1NRT,301.1,29.13,D
4347,-37.80891,-72.69436999999999,314.26,2.87,1.62,2022-01-08,1528,T,24,6.1NRT,300.8,25.92,D
4348,-39.83491,-73.21497,312.98,2.79,1.6,2022-01-08,1528,T,25,6.1NRT,296.59,34.13,D
4349,-39.83565,-73.22179,312.76,2.79,1.6,2022-01-08,1528,T,25,6.1NRT,296.78,35.85,D
4350,-41.45877,-72.94154,309.8,3.0,1.65,2022-01-08,1528,T,32,6.1NRT,292.51,27.62,D
4351,-41.47189,-72.97926,310.4,2.99,1.64,2022-01-08,1528,T,10,6.1NRT,292.11,26.55,D
4352,-41.456540000000004,-72.94861999999999,308.5,3.0,1.65,2022-01-08,1528,T,32,6.1NRT,292.46,23.95,D
4353,-41.46986,-72.98628000000001,309.29,2.99,1.64,2022-01-08,1528,T,10,6.1NRT,292.31,24.26,D
4640,-34.10955,-70.45895,304.1,1.01,1.01,2022-01-09,329,T,57,6.1NRT,282.66,8.58,N
4642,-23.82029,-70.31586,302.25,1.29,1.13,2022-01-09,334,T,48,6.1NRT,286.8,10.43,N
5024,-27.00463,-69.87617,331.37,1.36,1.16,2022-01-09,1429,T,74,6.1NRT,313.78,14.44,D
5054,-34.11026,-70.45304,331.69,1.14,1.06,2022-01-09,1431,T,81,6.1NRT,310.02,19.01,D
5590,-35.569179999999996,-71.64479,333.28,1.1,1.04,2022-01-09,1855,A,80,6.1NRT,306.45,24.73,D
5591,-35.57117,-71.65682,324.85,1.1,1.04,2022-01-09,1855,A,66,6.1NRT,306.48,13.41,D
5592,-35.565059999999995,-71.65241,327.25,1.1,1.04,2022-01-09,1855,A,71,6.1NRT,306.55,15.47,D
5902,-34.10033,-70.4488,311.98,1.0,1.0,2022-01-10,557,A,84,6.1NRT,286.35,12.94,N
5903,-34.10937,-70.45051,307.64,1.0,1.0,2022-01-10,557,A,72,6.1NRT,286.51,10.18,N
6427,-37.48189,-73.3392,311.67,1.67,1.27,2022-01-10,1518,T,29,6.1NRT,298.15,14.88,D
6793,-38.06929,-72.69502,325.28,3.32,1.72,2022-01-10,1936,A,71,6.1NRT,305.72,77.12,D
6794,-38.05024,-72.67022,322.36,3.34,1.72,2022-01-10,1936,A,34,6.1NRT,304.24,52.73,D
6795,-38.05917,-72.7068,325.05,3.32,1.72,2022-01-10,1936,A,41,6.1NRT,306.06,67.54,D
7359,-34.106559999999995,-70.45329,306.52,1.1,1.05,2022-01-11,319,T,68,6.1NRT,286.34,10.47,N
7360,-34.1081,-70.46555,301.93,1.1,1.05,2022-01-11,319,T,45,6.1NRT,286.41,7.26,N
7378,-23.8224,-70.31596,307.02,1.01,1.0,2022-01-11,321,T,70,6.1NRT,289.13,9.29,N
8105,-38.783640000000005,-72.95174,324.56,1.15,1.07,2022-01-11,1842,A,72,6.1NRT,308.73,11.37,D
8106,-38.74235,-72.95168000000001,320.67,1.15,1.07,2022-01-11,1842,A,46,6.1NRT,308.98,6.71,D
8107,-37.95639,-72.43215,325.57,1.09,1.04,2022-01-11,1842,A,38,6.1NRT,314.91,9.32,D
8108,-37.62807,-73.46783,318.41,1.17,1.08,2022-01-11,1842,A,27,6.1NRT,307.95,10.75,D
8109,-37.48083,-73.34489,320.12,1.16,1.07,2022-01-11,1842,A,21,6.1NRT,306.54,10.1,D
8110,-37.17763,-72.94881,321.09,1.11,1.05,2022-01-11,1842,A,39,6.1NRT,309.51,9.04,D
8116,-32.81015,-70.95487,332.86,1.01,1.0,2022-01-11,1845,A,76,6.1NRT,306.27,19.76,D
8120,-31.75484,-71.16283,329.78,1.01,1.01,2022-01-11,1845,A,68,6.1NRT,307.8,9.84,D
8121,-27.12749,-70.16783000000001,338.33,1.2,1.09,2022-01-11,1845,A,56,6.1NRT,317.75,17.14,D
8122,-27.11975,-70.18196999999999,336.91,1.19,1.09,2022-01-11,1845,A,55,6.1NRT,315.66,14.32,D
8123,-26.30663,-70.23257,344.1,1.22,1.1,2022-01-11,1845,A,86,6.1NRT,311.69,38.88,D
8672,-34.10641,-70.46068000000001,303.07,2.41,1.5,2022-01-12,401,T,53,6.1NRT,287.67,24.81,N
8673,-41.49351,-71.6399,305.09,1.39,1.17,2022-01-12,359,T,63,6.1NRT,289.62,13.12,N
8674,-41.4693,-71.68708000000001,302.18,1.39,1.17,2022-01-12,359,T,47,6.1NRT,287.31,10.44,N
8692,-32.79631,-70.94894000000001,302.36,1.23,1.1,2022-01-12,544,A,49,6.1NRT,288.07,8.42,N
8693,-34.10487,-70.45673000000001,308.16,1.12,1.06,2022-01-12,544,A,74,6.1NRT,288.38,12.03,N
8694,-38.16333,-72.41724,308.87,1.19,1.08,2022-01-12,546,A,52,6.1NRT,285.38,13.21,N
8695,-38.17302,-72.4201,306.76,1.19,1.08,2022-01-12,546,A,31,6.1NRT,285.87,11.57,N
8696,-38.174609999999994,-72.41336,303.88,1.19,1.08,2022-01-12,546,A,57,6.1NRT,285.4,10.85,N
8697,-41.462109999999996,-71.68996,302.7,1.04,1.02,2022-01-12,546,A,51,6.1NRT,287.63,7.89,N
8908,-41.39821,-73.46169,308.55,1.26,1.12,2022-01-12,1505,T,51,6.1NRT,297.81,5.67,D
8909,-45.581759999999996,-72.05587,309.07,1.67,1.27,2022-01-12,1507,T,37,6.1NRT,294.79,11.24,D
8918,-27.41912,-70.26568,324.9,1.25,1.11,2022-01-12,1501,T,69,6.1NRT,307.06,11.47,D
8919,-27.420659999999998,-70.25326,323.77,1.25,1.11,2022-01-12,1501,T,59,6.1NRT,306.59,10.01,D
8920,-27.41915,-70.25936999999999,328.81,1.25,1.11,2022-01-12,1501,T,73,6.1NRT,307.25,17.43,D
8925,-37.09035,-72.43133,317.02,1.26,1.11,2022-01-12,1503,T,35,6.1NRT,304.29,8.17,D
8926,-37.48174,-73.33484,313.99,1.16,1.07,2022-01-12,1503,T,38,6.1NRT,299.45,9.2,D
8927,-37.71847,-72.23958,316.88,1.31,1.13,2022-01-12,1503,T,36,6.1NRT,303.35,8.29,D
8928,-37.62721,-73.46183,313.2,1.15,1.07,2022-01-12,1503,T,34,6.1NRT,300.2,9.34,D
8929,-37.62862,-73.46858,310.15,1.15,1.07,2022-01-12,1503,T,39,6.1NRT,299.32,8.22,D
8930,-37.630179999999996,-73.45544,311.29,1.15,1.07,2022-01-12,1503,T,59,6.1NRT,300.02,9.03,D
8931,-39.86253,-72.80444,311.24,1.3,1.13,2022-01-12,1503,T,37,6.1NRT,300.42,8.93,D
8932,-41.39713,-72.91105,309.19,1.34,1.15,2022-01-12,1503,T,17,6.1NRT,295.88,6.96,D
11157,-41.53628,-71.43866,389.67,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,296.88,560.06,D
11158,-41.541140000000006,-71.46061,441.12,2.09,1.41,2022-01-12,1923,A,100,6.1NRT,315.48,1744.48,D
