,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
97,-27.415359999999996,-70.26429,305.46,1.4,1.17,2022-06-03,544,A,64,6.1NRT,278.38,17.66,N
98,-27.41795,-70.24983,302.9,1.4,1.17,2022-06-03,544,A,52,6.1NRT,279.11,15.09,N
729,-17.49255,-71.3553,324.93,1.02,1.01,2022-06-04,319,T,100,6.1NRT,284.54,26.92,N
1292,-17.49089,-71.35517,326.6,1.02,1.01,2022-06-04,1836,A,61,6.1NRT,303.39,13.42,D
1958,-34.105290000000004,-70.45657,308.94,1.55,1.23,2022-06-06,302,T,76,6.1NRT,271.69,27.51,N
1959,-27.41935,-70.25975,316.62,1.25,1.11,2022-06-06,304,T,94,6.1NRT,281.27,25.79,N
1982,-34.10668,-70.45489,302.17,1.46,1.19,2022-06-06,616,A,47,6.1NRT,274.05,17.5,N
2418,-34.11275,-70.4535,300.87,1.62,1.25,2022-06-06,1819,A,34,6.1NRT,286.6,10.54,D
2477,-16.98643,-69.65342,322.37,1.01,1.0,2022-06-06,1824,A,76,6.1NRT,304.84,13.31,D
2478,-16.98774,-69.66282,366.98,1.01,1.0,2022-06-06,1824,A,100,6.1NRT,307.5,100.3,D
2479,-16.97878,-69.66418,314.87,1.01,1.0,2022-06-06,1824,A,47,6.1NRT,302.63,5.25,D
2675,-27.414820000000002,-70.2685,300.63,2.24,1.45,2022-06-07,347,T,31,6.1NRT,282.34,22.99,N
3225,-34.56409,-71.52155,301.43,1.29,1.13,2022-06-07,1902,A,47,6.1NRT,286.94,7.76,D
3226,-34.11293,-70.44744,304.52,1.5,1.21,2022-06-07,1902,A,45,6.1NRT,290.72,10.0,D
3227,-34.11587,-70.4632,310.89,1.5,1.21,2022-06-07,1902,A,70,6.1NRT,291.83,17.42,D
3318,-34.1058,-70.45097,304.11,1.05,1.03,2022-06-08,603,A,59,6.1NRT,276.64,11.57,N
3838,-27.41685,-70.25875,310.22,2.08,1.4,2022-06-08,1809,A,64,6.1NRT,298.14,13.71,D
3839,-27.41729,-70.2636,311.93,2.08,1.4,2022-06-08,1809,A,71,6.1NRT,298.2,18.78,D
4234,-32.42622,-70.95788,309.45,1.09,1.04,2022-06-09,1433,T,69,6.1NRT,287.13,11.44,D
4235,-32.428090000000005,-70.94632,300.95,1.09,1.04,2022-06-09,1433,T,41,6.1NRT,287.0,5.49,D
4239,-34.10924,-70.4643,304.12,1.03,1.01,2022-06-09,1433,T,58,6.1NRT,283.83,8.18,D
4240,-34.11098,-70.45316,318.93,1.03,1.01,2022-06-09,1433,T,79,6.1NRT,285.02,19.58,D
4456,-37.13197,-72.60184,300.64,1.02,1.01,2022-06-09,1849,A,40,6.1NRT,280.53,6.62,D
4457,-36.62376,-71.99013000000001,302.75,1.0,1.0,2022-06-09,1849,A,53,6.1NRT,284.81,6.34,D
4458,-36.50978,-72.49033,323.87,1.01,1.0,2022-06-09,1849,A,83,6.1NRT,282.4,23.5,D
4459,-36.51133,-72.50163,373.79,1.01,1.01,2022-06-09,1849,A,100,6.1NRT,286.29,133.03,D
4460,-36.512879999999996,-72.51292,328.31,1.01,1.01,2022-06-09,1849,A,86,6.1NRT,282.64,27.56,D
4461,-36.0085,-71.73264,309.55,1.0,1.0,2022-06-09,1849,A,69,6.1NRT,286.27,10.37,D
4462,-36.01011,-71.74372,300.01,1.0,1.0,2022-06-09,1849,A,18,6.1NRT,286.74,4.64,D
4486,-35.64452,-71.45603,302.79,1.0,1.0,2022-06-09,1849,A,54,6.1NRT,287.22,5.98,D
4487,-35.64617,-71.46709,301.5,1.0,1.0,2022-06-09,1849,A,47,6.1NRT,287.42,5.21,D
4489,-35.314040000000006,-72.34364000000001,316.4,1.0,1.0,2022-06-09,1849,A,77,6.1NRT,286.83,15.61,D
4490,-35.31561,-72.35464,369.4,1.0,1.0,2022-06-09,1849,A,100,6.1NRT,291.92,115.72,D
