,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
255,-23.82705,-70.31845,321.86,1.32,1.14,2022-03-21,1433,T,34,6.1NRT,308.64,7.7,D
310,-32.807359999999996,-70.95403,317.3,1.08,1.04,2022-03-21,1437,T,72,6.1NRT,300.65,10.16,D
311,-36.9719,-72.92952,303.01,1.14,1.06,2022-03-21,1437,T,25,6.1NRT,289.53,6.18,D
312,-37.81259,-72.68993,305.86,1.09,1.04,2022-03-21,1437,T,36,6.1NRT,290.18,4.0,D
1151,-32.75933,-71.47532,304.83,1.0,1.0,2022-03-22,601,A,62,6.1NRT,283.49,9.65,N
1776,-37.03626,-72.39378,305.44,2.36,1.48,2022-03-22,1520,T,25,6.1NRT,294.43,12.09,D
1777,-27.41517,-70.25137,313.65,2.54,1.53,2022-03-22,1516,T,45,6.1NRT,300.02,19.92,D
2626,-38.363209999999995,-72.32327,313.37,3.8,1.82,2022-03-22,1942,A,58,6.1NRT,293.27,63.15,D
2627,-38.35945,-72.3293,312.4,3.8,1.82,2022-03-22,1942,A,54,6.1NRT,293.09,57.96,D
2628,-38.08416,-72.2708,325.63,3.9,1.84,2022-03-22,1942,A,79,6.1NRT,291.83,162.49,D
2629,-38.09568,-72.27434000000001,317.15,3.9,1.84,2022-03-22,1942,A,67,6.1NRT,291.5,100.0,D
2685,-34.107890000000005,-70.45291,303.74,1.01,1.0,2022-03-23,321,T,57,6.1NRT,283.82,9.01,N
2687,-32.800329999999995,-70.95839000000001,302.55,1.01,1.01,2022-03-23,321,T,50,6.1NRT,284.88,7.65,N
2688,-32.75887,-71.47883,300.07,1.04,1.02,2022-03-23,321,T,15,6.1NRT,284.1,7.1,N
2967,-32.757329999999996,-71.47504,321.27,1.63,1.26,2022-03-23,1425,T,59,6.1NRT,298.05,24.72,D
3626,-34.10204,-70.45116,307.12,1.06,1.03,2022-03-24,548,A,70,6.1NRT,279.34,12.5,N
4365,-35.845009999999995,-71.58303000000001,302.85,1.65,1.26,2022-03-24,1507,T,18,6.1NRT,288.74,5.85,D
