,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
581,-27.42107,-70.25801,329.63,1.32,1.14,2022-03-04,1819,A,73,6.1NRT,310.96,15.28,D
719,-34.10743,-70.45728000000001,300.52,1.1,1.05,2022-03-05,334,T,29,6.1NRT,274.44,9.44,N
720,-32.75825,-71.47802,302.86,1.06,1.03,2022-03-05,334,T,52,6.1NRT,285.04,8.45,N
742,-36.399879999999996,-72.06896,301.63,1.0,1.0,2022-03-05,334,T,43,6.1NRT,285.87,6.73,N
845,-37.08765,-72.43334,306.16,1.09,1.04,2022-03-05,1437,T,24,6.1NRT,295.07,4.04,D
846,-37.24787,-73.31968,305.46,1.17,1.08,2022-03-05,1437,T,49,6.1NRT,294.69,5.34,D
847,-37.48037,-73.33958,305.84,1.16,1.07,2022-03-05,1437,T,48,6.1NRT,292.67,6.1,D
848,-37.48264,-73.32644,303.79,1.16,1.07,2022-03-05,1437,T,23,6.1NRT,292.98,5.12,D
849,-37.71949,-72.23544,305.42,1.06,1.03,2022-03-05,1437,T,39,6.1NRT,293.95,3.21,D
850,-37.72874,-72.23778,305.7,1.06,1.03,2022-03-05,1437,T,30,6.1NRT,295.04,3.6,D
852,-37.61149,-73.65262,304.47,1.19,1.09,2022-03-05,1437,T,43,6.1NRT,293.12,5.91,D
853,-38.98729,-72.6409,304.23,1.06,1.03,2022-03-05,1439,T,53,6.1NRT,292.63,3.33,D
854,-39.27994,-71.96709,303.02,1.02,1.01,2022-03-05,1439,T,37,6.1NRT,291.0,4.26,D
855,-39.36926,-72.62759,302.78,1.05,1.02,2022-03-05,1439,T,36,6.1NRT,291.59,4.31,D
1242,-38.14552,-72.36646,326.84,1.06,1.03,2022-03-05,1900,A,77,6.1NRT,299.96,20.93,D
1243,-38.17617,-72.95827,319.03,1.03,1.01,2022-03-05,1900,A,73,6.1NRT,303.48,11.56,D
1244,-38.10934,-72.59364000000001,325.57,1.05,1.02,2022-03-05,1900,A,69,6.1NRT,308.17,18.16,D
1245,-38.11124,-72.60561,322.85,1.05,1.02,2022-03-05,1900,A,69,6.1NRT,310.66,16.19,D
1246,-37.92982,-72.29632,328.9,1.07,1.03,2022-03-05,1900,A,83,6.1NRT,303.22,22.17,D
1247,-37.9245,-72.32291,368.98,1.07,1.03,2022-03-05,1900,A,100,6.1NRT,302.93,118.06,D
1248,-37.92649,-72.33509000000001,341.31,1.07,1.03,2022-03-05,1900,A,91,6.1NRT,301.22,44.79,D
1249,-37.86311,-72.33176,329.63,1.07,1.03,2022-03-05,1900,A,83,6.1NRT,298.65,26.2,D
1250,-36.712709999999994,-72.92492,318.95,1.06,1.03,2022-03-05,1900,A,68,6.1NRT,301.75,15.01,D
1305,-39.36951,-72.6251,307.13,1.03,1.01,2022-03-05,1900,A,31,6.1NRT,295.72,4.68,D
1306,-38.483059999999995,-71.83627,319.64,1.09,1.04,2022-03-05,1900,A,72,6.1NRT,304.06,13.58,D
1307,-38.48513,-71.84866,320.66,1.09,1.04,2022-03-05,1900,A,73,6.1NRT,302.03,14.84,D
1308,-38.47894,-71.84397,319.13,1.09,1.04,2022-03-05,1900,A,72,6.1NRT,303.58,15.62,D
1535,-32.75802,-71.47459,309.62,1.0,1.0,2022-03-06,601,A,78,6.1NRT,283.07,12.85,N
1537,-17.483079999999998,-71.35343,301.23,1.3,1.13,2022-03-06,559,A,39,6.1NRT,287.8,7.44,N
2092,-37.928909999999995,-72.3223,329.73,4.05,1.87,2022-03-06,1942,A,77,6.1NRT,286.16,205.67,D
2120,-23.82497,-70.31596,301.76,1.1,1.04,2022-03-07,325,T,44,6.1NRT,289.17,7.29,N
2123,-17.493920000000003,-71.35603,323.77,1.16,1.07,2022-03-07,327,T,100,6.1NRT,288.75,28.38,N
2124,-34.10402,-70.46114,301.3,1.01,1.0,2022-03-07,321,T,40,6.1NRT,281.1,7.95,N
2125,-32.76292,-71.47451,321.93,1.04,1.02,2022-03-07,323,T,100,6.1NRT,282.9,24.22,N
2690,-37.71901,-72.24341,313.83,1.01,1.01,2022-03-07,1847,A,53,6.1NRT,299.52,5.03,D
2691,-32.80532,-70.95708,323.88,1.06,1.03,2022-03-07,1849,A,64,6.1NRT,311.22,8.69,D
